"category","over_represented_pvalue_wal","numDEInCat","numInCat","over_represented_pvalue_naive","db","padj_wal","padj_naive","classification"
"GO_Molecular_Function_2026::Protein Kinase Binding (GO:0019901)",0.00341665728651921,68,455,0.00509917588047695,"GO_Molecular_Function_2026",0.394054473711883,0.403273393576775,"n.s."
"GO_Biological_Process_2026::Peptidyl-serine Modification (GO:0018209)",0.00353130543645673,10,32,0.00166063088505346,"GO_Biological_Process_2026",0.478984876968104,0.372651299731556,"n.s."
"GO_Biological_Process_2026::Regulation of Intracellular Transport (GO:0032386)",0.00354564848361315,14,57,0.00287456814435504,"GO_Biological_Process_2026",0.478984876968104,0.413288897873327,"n.s."
"GO_Biological_Process_2026::Regulation of Myotube Differentiation (GO:0010830)",0.00364136248836109,6,17,0.0074153006720095,"GO_Biological_Process_2026",0.480983525129295,0.572422690836681,"n.s."
"GO_Biological_Process_2026::Positive Regulation of GTPase Activity (GO:0043547)",0.00376375810566689,16,71,0.00381225294552035,"GO_Biological_Process_2026",0.486343003914869,0.467710292811299,"n.s."
"GO_Molecular_Function_2026::Syntaxin-1 Binding (GO:0017075)",0.00378752329374656,4,6,0.00181811704108599,"GO_Molecular_Function_2026",0.403225556811172,0.279585998318112,"n.s."
"GO_Biological_Process_2026::Wound Healing, Spreading of Epidermal Cells (GO:0035313)",0.0041266357413397,5,11,0.00417036432015459,"GO_Biological_Process_2026",0.492366205614324,0.467710292811299,"n.s."
"GO_Cellular_Component_2026::Pinosome (GO:0044352)",0.00429450997305506,4,7,0.00387302944529973,"GO_Cellular_Component_2026",0.492866883089545,0.493811254275716,"n.s."
"GO_Biological_Process_2026::Fc-epsilon Receptor Signaling Pathway (GO:0038095)",0.00429909479006294,8,23,0.00225280672577867,"GO_Biological_Process_2026",0.492366205614324,0.412732178227775,"n.s."
"GO_Biological_Process_2026::Regulation of Sodium Ion Transmembrane Transport (GO:1902305)",0.00434142363078593,7,19,0.00292027821512109,"GO_Biological_Process_2026",0.492366205614324,0.413288897873327,"n.s."
"GO_Biological_Process_2026::Intracellular Signaling Cassette (GO:0141124)",0.00438414694870762,50,325,0.0087420832496598,"GO_Biological_Process_2026",0.492366205614324,0.649536785449723,"n.s."
"GO_Biological_Process_2026::Regulation of Macroautophagy (GO:0016241)",0.00440835615111321,21,105,0.00465218122518943,"GO_Biological_Process_2026",0.492366205614324,0.512084540787518,"n.s."
"GO_Biological_Process_2026::DNA Damage Response (GO:0006974)",0.00444905615065949,69,445,0.00192500069701406,"GO_Biological_Process_2026",0.492366205614324,0.381406804768385,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Protein Localization to Membrane (GO:1905476)",0.00447272838790285,8,25,0.00406972635491839,"GO_Biological_Process_2026",0.492366205614324,0.467710292811299,"n.s."
"GO_Biological_Process_2026::Membrane Organization (GO:0061024)",0.00447304426365638,32,178,0.0034301742171523,"GO_Biological_Process_2026",0.492366205614324,0.463385353335302,"n.s."
"GO_Biological_Process_2026::Protein Targeting to Vacuole (GO:0006623)",0.00463995580301488,9,30,0.00383077098198302,"GO_Biological_Process_2026",0.501452678056735,0.467710292811299,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Protein Localization to Cell Periphery (GO:1904376)",0.00495039078549278,8,26,0.00532125480432617,"GO_Biological_Process_2026",0.525448621945876,0.536093873846013,"n.s."
"GO_Molecular_Function_2026::Phosphatidylinositol-3-phosphate Binding (GO:0032266)",0.00499147322929944,10,40,0.00967512653402857,"GO_Molecular_Function_2026",0.434385711462751,0.451901021160446,"n.s."
"GO_Molecular_Function_2026::NAD+ poly-ADP-ribosyltransferase Activity (GO:0003950)",0.0049951804180192,8,24,0.00305777558517891,"GO_Molecular_Function_2026",0.434385711462751,0.328181999559713,"n.s."
"GO_Molecular_Function_2026::DEAD/H-box RNA Helicase Binding (GO:0017151)",0.0051361298721004,4,7,0.00387302944529973,"GO_Molecular_Function_2026",0.434385711462751,0.357351516819655,"n.s."
"GO_Biological_Process_2026::Cellular Response to Macrophage Colony-Stimulating Factor Stimulus (GO:0036006)",0.00514923566334749,3,5,0.0111784171873986,"GO_Biological_Process_2026",0.531536623002186,0.657866453088091,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Protein Polymerization (GO:0032273)",0.00518659558111151,13,59,0.01049343134343,"GO_Biological_Process_2026",0.531536623002186,0.657866453088091,"n.s."
"GO_Molecular_Function_2026::MAP Kinase Kinase Kinase Activity (GO:0004709)",0.00552410273669157,7,21,0.00553626768638636,"GO_Molecular_Function_2026",0.434385711462751,0.403273393576775,"n.s."
"GO_Cellular_Component_2026::Bounding Membrane of Organelle (GO:0098588)",0.00559493615300049,112,838,0.0151700754376215,"GO_Cellular_Component_2026",0.492866883089545,0.792531238741249,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Myotube Differentiation (GO:0010831)",0.00563486829763535,3,5,0.0111784171873986,"GO_Biological_Process_2026",0.560144437992663,0.657866453088091,"n.s."
"GO_Molecular_Function_2026::Phosphatidylinositol-3,5-bisphosphate Phosphatase Activity (GO:0106018)",0.00564952514908202,6,14,0.00240329501219084,"GO_Molecular_Function_2026",0.434385711462751,0.321868319785117,"n.s."
"GO_Biological_Process_2026::Regulation of miRNA Transcription (GO:1902893)",0.00565421707260427,12,55,0.014742757190271,"GO_Biological_Process_2026",0.560144437992663,0.695483720150562,"n.s."
"GO_Cellular_Component_2026::Trans-Golgi Network Membrane (GO:0032588)",0.00579843391870053,21,110,0.00806410363413151,"GO_Cellular_Component_2026",0.492866883089545,0.587527550486725,"n.s."
"GO_Biological_Process_2026::Protein Phosphorylation (GO:0006468)",0.00607402326313806,44,282,0.0104820554797645,"GO_Biological_Process_2026",0.59186875862447,0.657866453088091,"n.s."
"GO_Biological_Process_2026::Phosphorylation (GO:0016310)",0.00626119020770048,38,243,0.0159426798903531,"GO_Biological_Process_2026",0.597040530737785,0.71250593434781,"n.s."
"GO_Biological_Process_2026::Post-translational Protein Modification (GO:0043687)",0.00646349007597986,13,51,0.00282575686073368,"GO_Biological_Process_2026",0.597040530737785,0.413288897873327,"n.s."
"GO_Biological_Process_2026::P38MAPK Cascade (GO:0038066)",0.00647756598632788,5,13,0.00962941089996118,"GO_Biological_Process_2026",0.597040530737785,0.650422936242833,"n.s."
"GO_Biological_Process_2026::Nuclear Receptor-Mediated Signaling Pathway (GO:0141193)",0.00663512695886063,8,28,0.0086794543388699,"GO_Biological_Process_2026",0.597040530737785,0.649536785449723,"n.s."
"GO_Molecular_Function_2026::Nuclear Receptor Binding (GO:0016922)",0.00664548998224052,21,105,0.00465218122518943,"GO_Molecular_Function_2026",0.464687729560587,0.402413675978886,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Protein-Containing Complex Assembly (GO:0031334)",0.00670539227927225,19,96,0.0077304965897954,"GO_Biological_Process_2026",0.597040530737785,0.589103483714665,"n.s."
"GO_Molecular_Function_2026::Histone H3K4 Methyltransferase Activity (GO:0042800)",0.00671514060058652,5,12,0.00650778035920707,"GO_Molecular_Function_2026",0.464687729560587,0.425708772371732,"n.s."
"GO_Biological_Process_2026::Regulation of Telomere Capping (GO:1904353)",0.0067297637213041,5,11,0.00417036432015459,"GO_Biological_Process_2026",0.597040530737785,0.467710292811299,"n.s."
"GO_Molecular_Function_2026::Phosphatidylinositol-3,5-bisphosphate Binding (GO:0080025)",0.0070824928854439,7,23,0.00959729243091562,"GO_Molecular_Function_2026",0.46677000730735,0.451901021160446,"n.s."
"GO_Biological_Process_2026::Mast Cell Activation Involved in Immune Response (GO:0002279)",0.00728790877173274,5,11,0.00417036432015459,"GO_Biological_Process_2026",0.626851130791883,0.467710292811299,"n.s."
"GO_Biological_Process_2026::Mast Cell Degranulation (GO:0043303)",0.00728790877173274,5,11,0.00417036432015459,"GO_Biological_Process_2026",0.626851130791883,0.467710292811299,"n.s."
"GO_Biological_Process_2026::Regulation of Lipid Metabolic Process (GO:0019216)",0.00757888919406535,10,42,0.0137251335666534,"GO_Biological_Process_2026",0.626851130791883,0.66326986926982,"n.s."
"GO_Biological_Process_2026::Protein Autophosphorylation (GO:0046777)",0.00764953190001979,18,94,0.0131104138028919,"GO_Biological_Process_2026",0.626851130791883,0.66326986926982,"n.s."
"GO_Biological_Process_2026::Response to Angiotensin (GO:1990776)",0.00769209168118885,4,8,0.00707464000328746,"GO_Biological_Process_2026",0.626851130791883,0.572422690836681,"n.s."
"GO_Biological_Process_2026::Negative Regulation of TORC1 Signaling (GO:1904262)",0.00773069630236387,12,50,0.00681002951566166,"GO_Biological_Process_2026",0.626851130791883,0.572422690836681,"n.s."
"GO_Molecular_Function_2026::Mannosidase Activity (GO:0015923)",0.00781752748781561,4,9,0.0116352347047758,"GO_Molecular_Function_2026",0.473221025693371,0.451901021160446,"n.s."
"GO_Biological_Process_2026::Cellular Response to Insulin Stimulus (GO:0032869)",0.00782896849765848,18,87,0.00584873735803029,"GO_Biological_Process_2026",0.626851130791883,0.572422690836681,"n.s."
"GO_Molecular_Function_2026::Nuclear Glucocorticoid Receptor Binding (GO:0035259)",0.00786974438019214,4,8,0.00707464000328746,"GO_Molecular_Function_2026",0.473221025693371,0.425708772371732,"n.s."
"GO_Biological_Process_2026::Negative Regulation of TOR Signaling (GO:0032007)",0.00810040800354393,15,69,0.00710079494700277,"GO_Biological_Process_2026",0.626851130791883,0.572422690836681,"n.s."
"GO_Molecular_Function_2026::Phosphatidylinositol Monophosphate Phosphatase Activity (GO:0052744)",0.00820614495422031,6,15,0.00363617147403024,"GO_Molecular_Function_2026",0.473221025693371,0.357351516819655,"n.s."
"GO_Biological_Process_2026::Regulation of Axon Regeneration (GO:0048679)",0.008243740494884,4,10,0.0177255752912482,"GO_Biological_Process_2026",0.626851130791883,0.740583467030766,"n.s."
"GO_Biological_Process_2026::Endodermal Cell Differentiation (GO:0035987)",0.00825537495532049,7,25,0.0154868212251888,"GO_Biological_Process_2026",0.626851130791883,0.705158940987385,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Catabolic Process (GO:0009895)",0.00826377529073437,18,91,0.00942362521411172,"GO_Biological_Process_2026",0.626851130791883,0.650422936242833,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001237)",0.00848835757210447,13,60,0.0120848596503876,"GO_Biological_Process_2026",0.626851130791883,0.66326986926982,"n.s."
"GO_Biological_Process_2026::Cytosolic Transport (GO:0016482)",0.00854221763023932,5,13,0.00962941089996118,"GO_Biological_Process_2026",0.626851130791883,0.650422936242833,"n.s."
"GO_Biological_Process_2026::Golgi to Lysosome Transport (GO:0090160)",0.00854221763023932,5,13,0.00962941089996118,"GO_Biological_Process_2026",0.626851130791883,0.650422936242833,"n.s."
"GO_Cellular_Component_2026::Macropinosome (GO:0044354)",0.00859325515280376,4,8,0.00707464000328746,"GO_Cellular_Component_2026",0.626080018275702,0.587527550486725,"n.s."
"GO_Molecular_Function_2026::Phosphatidylinositol Binding (GO:0035091)",0.00863843203982451,14,63,0.00747898322037416,"GO_Molecular_Function_2026",0.473758175534322,0.43128803237491,"n.s."
"GO_Molecular_Function_2026::G Protein-Coupled Opioid Receptor Activity (GO:0004985)",0.00890008133229217,2,2,0.0120811689183067,"GO_Molecular_Function_2026",0.473758175534322,0.451901021160446,"n.s."
"GO_Biological_Process_2026::Intermembrane Lipid Transfer (GO:0120009)",0.00911642416744618,6,17,0.0074153006720095,"GO_Biological_Process_2026",0.647161491842232,0.572422690836681,"n.s."
"GO_Biological_Process_2026::Alanine Transport (GO:0032328)",0.00912185786205164,4,8,0.00707464000328746,"GO_Biological_Process_2026",0.647161491842232,0.572422690836681,"n.s."
"GO_Biological_Process_2026::G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007213)",0.0091456200058458,5,14,0.0136439197265003,"GO_Biological_Process_2026",0.647161491842232,0.66326986926982,"n.s."
"GO_Biological_Process_2026::Regulation of Wound Healing, Spreading of Epidermal Cells (GO:1903689)",0.00935024318931128,4,8,0.00707464000328746,"GO_Biological_Process_2026",0.653857006085485,0.572422690836681,"n.s."
"GO_Biological_Process_2026::Golgi to Plasma Membrane Transport (GO:0006893)",0.00951012883620189,13,56,0.00667830530605161,"GO_Biological_Process_2026",0.657304718632372,0.572422690836681,"n.s."
"GO_Biological_Process_2026::Regulation of Cell-Substrate Junction Assembly (GO:0090109)",0.00987350137044965,7,22,0.00736201417283045,"GO_Biological_Process_2026",0.671059783817451,0.572422690836681,"n.s."
"GO_Biological_Process_2026::N-glycan Processing (GO:0006491)",0.00998262825460598,6,18,0.010105176208267,"GO_Biological_Process_2026",0.671059783817451,0.652882254151512,"n.s."
"GO_Biological_Process_2026::Regulation of Macromolecule Metabolic Process (GO:0060255)",0.010047833236836,6,18,0.010105176208267,"GO_Biological_Process_2026",0.671059783817451,0.652882254151512,"n.s."
"GO_Biological_Process_2026::Energy Reserve Metabolic Process (GO:0006112)",0.0104417541237128,6,16,0.00528278027423884,"GO_Biological_Process_2026",0.689619850126102,0.536093873846013,"n.s."
"GO_Molecular_Function_2026::Histone Reader Activity (GO:0140566)",0.010641223428734,10,39,0.00802875191502768,"GO_Molecular_Function_2026",0.532358321305659,0.444471706015933,"n.s."
"GO_Molecular_Function_2026::Notch Binding (GO:0005112)",0.0107702550553168,6,21,0.0221850599566143,"GO_Molecular_Function_2026",0.532358321305659,0.639669228749046,"n.s."
"GO_Biological_Process_2026::GTP Metabolic Process (GO:0046039)",0.010828420291093,6,16,0.00528278027423884,"GO_Biological_Process_2026",0.707298134178644,0.536093873846013,"n.s."
"GO_Cellular_Component_2026::Endosome Membrane (GO:0010008)",0.0111155073525084,57,400,0.0239279012508739,"GO_Cellular_Component_2026",0.686040694228067,0.804346683726911,"n.s."
"GO_Biological_Process_2026::Protein Modification Process (GO:0036211)",0.0112977187356886,58,397,0.0143909192398423,"GO_Biological_Process_2026",0.72810117432485,0.684316991692981,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Viral Transcription (GO:0032897)",0.0115664647562608,5,14,0.0136439197265003,"GO_Biological_Process_2026",0.72810117432485,0.66326986926982,"n.s."
"GO_Biological_Process_2026::Regulation of JUN Kinase Activity (GO:0043506)",0.0116413212855044,5,12,0.00650778035920707,"GO_Biological_Process_2026",0.72810117432485,0.572422690836681,"n.s."
"GO_Biological_Process_2026::Regulation of Cell Projection Organization (GO:0031344)",0.0116815292087527,5,13,0.00962941089996118,"GO_Biological_Process_2026",0.72810117432485,0.650422936242833,"n.s."
"GO_Biological_Process_2026::Mast Cell Mediated Immunity (GO:0002448)",0.0117593729366059,5,12,0.00650778035920707,"GO_Biological_Process_2026",0.72810117432485,0.572422690836681,"n.s."
"GO_Molecular_Function_2026::JUN Kinase Kinase Kinase Activity (GO:0004706)",0.0117952486971902,4,9,0.0116352347047758,"GO_Molecular_Function_2026",0.562918075755558,0.451901021160446,"n.s."
"GO_Cellular_Component_2026::Recycling Endosome (GO:0055037)",0.0121066004863776,25,150,0.0222028036827326,"GO_Cellular_Component_2026",0.686040694228067,0.804346683726911,"n.s."
"GO_Biological_Process_2026::Cardiac Muscle Cell Differentiation (GO:0055007)",0.0122804599569547,6,19,0.0134212829743344,"GO_Biological_Process_2026",0.739689701340959,0.66326986926982,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Hydrolase Activity (GO:0051345)",0.0122814940902727,13,60,0.0120848596503876,"GO_Biological_Process_2026",0.739689701340959,0.66326986926982,"n.s."
"GO_Biological_Process_2026::Phosphatidylinositol-mediated Signaling (GO:0048015)",0.0123198654833033,7,23,0.00959729243091562,"GO_Biological_Process_2026",0.739689701340959,0.650422936242833,"n.s."
"GO_Molecular_Function_2026::Microtubule Plus-End Binding (GO:0051010)",0.0127315406263697,6,18,0.010105176208267,"GO_Molecular_Function_2026",0.586532894096958,0.451901021160446,"n.s."
"GO_Biological_Process_2026::TOR Signaling (GO:0031929)",0.0127328102299686,7,27,0.0235670507998312,"GO_Biological_Process_2026",0.744906824156832,0.809636694245205,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Vasoconstriction (GO:0045906)",0.0127688239079729,4,8,0.00707464000328746,"GO_Biological_Process_2026",0.744906824156832,0.572422690836681,"n.s."
"GO_Biological_Process_2026::Regulation of Membrane Tubulation (GO:1903525)",0.013052537142311,3,5,0.0111784171873986,"GO_Biological_Process_2026",0.744906824156832,0.657866453088091,"n.s."
"GO_Biological_Process_2026::Response to Cytokine (GO:0034097)",0.0131389100274182,23,129,0.0130617905956316,"GO_Biological_Process_2026",0.744906824156832,0.66326986926982,"n.s."
"GO_Biological_Process_2026::Regulation of Vesicle-Mediated Transport (GO:0060627)",0.0131681093345321,16,83,0.017559115871304,"GO_Biological_Process_2026",0.744906824156832,0.740583467030766,"n.s."
