,gene_id,gene_name,gene_length,is_lnc,is_pc,is_mito,is_ribo,gc_content
323,ENSG00000006016.12,CRLF1,3755,False,False,False,False,55.32
326,ENSG00000006025.13,OSBPL7,12876,False,True,False,False,57.84000000000001
329,ENSG00000006042.12,TMEM98,7685,False,True,False,False,48.47
331,ENSG00000006047.13,YBX2,8234,False,False,False,False,58.02
334,ENSG00000006059.4,KRT33A,1303,False,True,False,False,48.39
335,ENSG00000006062.18,MAP3K14,12049,False,True,False,False,49.97
338,ENSG00000006071.16,ABCC8,58902,False,True,False,False,50.03
342,ENSG00000006116.4,CACNG3,1917,False,True,False,False,44.39
343,ENSG00000006118.15,TMEM132A,14618,False,True,False,False,58.71
346,ENSG00000006125.18,AP2B1,14333,False,True,False,False,39.93
349,ENSG00000006128.12,TAC1,3381,False,True,False,False,39.5
351,ENSG00000006194.12,ZNF263,24480,False,True,False,False,47.09
352,ENSG00000006210.7,CX3CL1,12957,False,True,False,False,53.75
353,ENSG00000006282.22,SPATA20,14447,False,False,False,False,57.05
356,ENSG00000006283.18,CACNA1G,18513,False,True,False,False,56.94
358,ENSG00000006327.14,TNFRSF12A,3318,False,True,False,False,60.12
361,ENSG00000006377.11,DLX6,4384,False,True,False,False,49.51
363,ENSG00000006432.16,MAP3K9,18437,False,True,False,False,44.98
365,ENSG00000006451.8,RALA,4752,False,False,False,False,39.66
368,ENSG00000006453.14,BAIAP2L1,5630,False,True,False,False,46.78
371,ENSG00000006459.11,KDM7A,16302,False,True,False,False,39.15
374,ENSG00000006468.15,ETV1,26461,False,True,False,False,36.3
378,ENSG00000006530.18,AGK,26130,False,True,False,False,39.57
382,ENSG00000006534.17,ALDH3B1,12023,False,True,False,False,58.400000000000006
385,ENSG00000006555.11,TTC22,8327,False,True,False,False,52.34000000000001
387,ENSG00000006576.17,PHTF2,16223,False,True,False,False,37.66
390,ENSG00000006606.9,CCL26,1063,False,True,False,False,48.09
391,ENSG00000006607.14,FARP2,20041,False,True,False,False,45.58
394,ENSG00000006611.17,USH1C,7607,False,False,False,False,51.78
399,ENSG00000006625.18,GGCT,5029,False,True,False,False,40.54
401,ENSG00000006634.8,DBF4,9110,False,False,False,False,36.72
404,ENSG00000006638.13,TBXA2R,5551,False,True,False,False,55.81
406,ENSG00000006652.15,IFRD1,17776,False,True,False,False,39.46
410,ENSG00000006659.13,LGALS14,1279,False,True,False,False,45.19
411,ENSG00000006695.12,COX10,11775,False,False,False,False,39.2
414,ENSG00000006704.11,GTF2IRD1,8516,False,True,False,False,52.71999999999999
417,ENSG00000006712.15,PAF1,4862,False,True,False,False,52.37
420,ENSG00000006715.16,VPS41,9753,False,True,False,False,38.35
424,ENSG00000006740.18,ARHGAP44,13845,False,True,False,False,42.69
428,ENSG00000006744.19,ELAC2,14001,False,True,False,False,48.02
432,ENSG00000006747.15,SCIN,14575,False,False,False,False,38.46
436,ENSG00000006756.16,ARSD,9769,False,True,False,False,48.88
440,ENSG00000006757.12,PNPLA4,5613,False,True,False,False,40.45
441,ENSG00000006788.14,MYH13,6464,False,True,False,False,45.88
442,ENSG00000006831.10,ADIPOR2,6670,False,False,False,False,39.4
444,ENSG00000006837.12,CDKL3,4507,False,False,False,False,40.16
447,ENSG00000007001.14,UPP2,7228,False,False,False,False,40.24
450,ENSG00000007038.11,PRSS21,4873,False,True,False,False,55.65
454,ENSG00000007047.16,MARK4,11325,False,True,False,False,53.57
457,ENSG00000007062.12,PROM1,15344,False,False,False,False,43.17
461,ENSG00000007080.11,CCDC124,2566,False,True,False,False,55.84
463,ENSG00000007129.18,CEACAM21,3823,False,False,False,False,44.660000000000004
466,ENSG00000007168.15,PAFAH1B1,37512,False,True,False,False,42.41
470,ENSG00000007171.19,NOS2,8867,False,True,False,False,51.35
473,ENSG00000007174.18,DNAH9,20810,False,True,False,False,42.62
476,ENSG00000007202.16,BLTP2,13611,False,True,False,False,46.75
480,ENSG00000007216.16,SLC13A2,6106,False,True,False,False,52.54999999999999
483,ENSG00000007237.19,GAS7,23599,False,True,False,False,47.97
486,ENSG00000007255.10,TRAPPC6A,1782,False,True,False,False,56.86
488,ENSG00000007264.15,MATK,7881,False,True,False,False,54.4
490,ENSG00000007306.15,CEACAM7,4435,False,True,False,False,47.85
492,ENSG00000007312.14,CD79B,4167,False,False,False,False,60.63
494,ENSG00000007314.12,SCN4A,8794,False,True,False,False,56.1
496,ENSG00000007341.19,ST7L,18308,False,False,False,False,39.05
499,ENSG00000007350.18,TKTL1,4725,False,False,False,False,48.27
502,ENSG00000007372.25,PAX6,62030,False,True,False,False,49.68
506,ENSG00000007376.8,RPUSD1,8292,False,True,False,False,67.17
508,ENSG00000007384.15,RHBDF1,9811,False,True,False,False,61.15
511,ENSG00000007392.17,LUC7L,14335,False,False,False,False,47.33
515,ENSG00000007402.12,CACNA2D2,13797,False,True,False,False,56.51
518,ENSG00000007516.15,BAIAP3,14819,False,False,False,False,65.69
521,ENSG00000007520.4,TSR3,1488,False,True,False,False,62.41
523,ENSG00000007541.17,PIGQ,19837,False,True,False,False,64.34
527,ENSG00000007545.16,CRAMP1,14517,False,True,False,False,53.1
529,ENSG00000007866.22,TEAD3,3535,False,False,False,False,56.75
531,ENSG00000007908.16,SELE,6944,False,True,False,False,39.36
533,ENSG00000007923.17,DNAJC11,29050,False,True,False,False,46.6
537,ENSG00000007933.13,FMO3,4851,False,False,False,False,36.5
540,ENSG00000007944.16,MYLIP,8342,False,True,False,False,40.76
542,ENSG00000007952.18,NOX1,3938,False,True,False,False,41.15
543,ENSG00000007968.7,E2F2,5746,False,True,False,False,51.65
545,ENSG00000008018.9,PSMB1,2511,False,True,False,False,39.78
547,ENSG00000008056.14,SYN1,5715,False,True,False,False,47.76
549,ENSG00000008083.14,JARID2,8322,False,True,False,False,43.919999999999995
551,ENSG00000008086.13,CDKL5,21185,False,True,False,False,40.21
554,ENSG00000008118.10,CAMK1G,5563,False,True,False,False,47.01
556,ENSG00000008128.23,CDK11A,12258,False,True,False,False,52.05
560,ENSG00000008130.15,NADK,9564,False,True,False,False,53.7
564,ENSG00000008196.13,TFAP2B,6284,False,True,False,False,44.14000000000001
566,ENSG00000008197.5,TFAP2D,2267,False,True,False,False,37.24
568,ENSG00000008226.20,DLEC1,10168,False,False,False,False,48.5
572,ENSG00000008256.17,CYTH3,7567,False,True,False,False,44.78
575,ENSG00000008277.15,ADAM22,16579,False,True,False,False,37.29
579,ENSG00000008282.10,SYPL1,7463,False,True,False,False,38.19
582,ENSG00000008283.16,CYB561,17881,False,True,False,False,57.39
585,ENSG00000008294.22,SPAG9,19647,False,True,False,False,40.0
589,ENSG00000008300.17,CELSR3,17970,False,True,False,False,59.87
591,ENSG00000008311.16,AASS,34423,False,False,False,False,36.53
595,ENSG00000008323.16,PLEKHG6,6203,False,True,False,False,55.71
597,ENSG00000008324.12,SS18L2,4234,False,True,False,False,46.56
599,ENSG00000008382.16,MPND,3891,False,True,False,False,55.95
601,ENSG00000008394.13,MGST1,10580,False,True,False,False,36.94
605,ENSG00000008405.12,CRY1,7155,False,True,False,False,37.55
608,ENSG00000008438.5,PGLYRP1,708,False,True,False,False,57.65
609,ENSG00000008441.19,NFIX,13071,False,True,False,False,55.31
612,ENSG00000008513.17,ST3GAL1,19527,False,True,False,False,49.39
615,ENSG00000008516.19,MMP25,9564,False,False,False,False,58.88000000000001
618,ENSG00000008517.19,IL32,18112,False,True,False,False,53.36
620,ENSG00000008710.20,PKD1,37750,False,True,False,False,63.1
624,ENSG00000008735.14,MAPK8IP2,9341,False,True,False,False,62.89
626,ENSG00000008838.21,MED24,16217,False,True,False,False,50.63
630,ENSG00000008853.18,RHOBTB2,18598,False,True,False,False,53.45
633,ENSG00000008869.12,HEATR5B,9056,False,True,False,False,38.6
635,ENSG00000008952.17,SEC62,10091,False,False,False,False,36.6
639,ENSG00000008988.11,RPS20,19969,False,True,False,True,41.73
643,ENSG00000009307.17,CSDE1,29647,False,True,False,False,38.28
647,ENSG00000009335.19,UBE3C,12035,False,True,False,False,42.11
650,ENSG00000009413.17,REV3L,17907,False,False,False,False,36.9
654,ENSG00000009694.14,TENM1,13708,False,True,False,False,36.99
656,ENSG00000009709.13,PAX7,9250,False,True,False,False,52.35999999999999
659,ENSG00000009724.18,MASP2,10480,False,True,False,False,47.92
663,ENSG00000009765.15,IYD,18921,False,True,False,False,41.6
666,ENSG00000009780.16,FAM76A,7127,False,True,False,False,43.38
667,ENSG00000009790.15,TRAF3IP3,13713,False,True,False,False,45.61
671,ENSG00000009830.13,POMT2,46405,False,False,False,False,47.08
676,ENSG00000009844.16,VTA1,10734,False,True,False,False,35.53
678,ENSG00000009950.16,MLXIPL,9377,False,False,False,False,56.25
681,ENSG00000009954.11,BAZ1B,8284,False,True,False,False,43.19
683,ENSG00000010017.13,RANBP9,3930,False,True,False,False,37.08
685,ENSG00000010030.14,ETV7,4068,False,True,False,False,49.34
686,ENSG00000010072.16,SPRTN,9415,False,True,False,False,41.57
688,ENSG00000010165.20,METTL13,7447,False,True,False,False,43.61
690,ENSG00000010219.14,DYRK4,10978,False,True,False,False,42.77
694,ENSG00000010244.19,ZNF207,28220,False,True,False,False,38.46
698,ENSG00000010256.12,UQCRC1,13627,False,False,False,False,53.04
702,ENSG00000010270.14,STARD3NL,6811,False,True,False,False,38.39
704,ENSG00000010278.15,CD9,23430,False,True,False,False,51.04
708,ENSG00000010282.15,HHATL,5287,False,False,False,False,56.48
710,ENSG00000010292.13,NCAPD2,9302,False,False,False,False,46.34
714,ENSG00000010295.20,IFFO1,11888,False,False,False,False,54.33
717,ENSG00000010310.9,GIPR,8996,False,True,False,False,54.94
721,ENSG00000010318.22,PHF7,6662,False,True,False,False,45.17
724,ENSG00000010319.7,SEMA3G,5454,False,True,False,False,59.62
726,ENSG00000010322.16,NISCH,13178,False,True,False,False,53.28000000000001
729,ENSG00000010327.10,STAB1,14625,False,True,False,False,60.650000000000006
731,ENSG00000010361.14,FUZ,9660,False,True,False,False,52.28
735,ENSG00000010379.16,SLC6A13,6268,False,True,False,False,47.19
739,ENSG00000010404.18,IDS,10633,False,True,False,False,45.34
742,ENSG00000010438.17,PRSS3,2262,False,False,False,False,42.71
744,ENSG00000010539.12,ZNF200,17642,False,True,False,False,43.67
746,ENSG00000010610.10,CD4,8902,False,False,False,False,48.56
749,ENSG00000010626.15,LRRC23,6393,False,True,False,False,47.35
753,ENSG00000010671.18,BTK,17302,False,True,False,False,43.18
757,ENSG00000010704.20,HFE,34579,False,False,False,False,44.85999999999999
760,ENSG00000010803.18,SCMH1,8121,False,True,False,False,39.54
764,ENSG00000010810.18,FYN,14555,False,True,False,False,42.42
767,ENSG00000010818.11,HIVEP2,29116,False,True,False,False,38.72
769,ENSG00000010932.17,FMO1,7391,False,True,False,False,40.91
772,ENSG00000011007.13,ELOA,11038,False,False,False,False,45.21
776,ENSG00000011009.12,LYPLA2,5568,False,True,False,False,62.33
779,ENSG00000011021.23,CLCN6,13501,False,True,False,False,48.13
783,ENSG00000011028.14,MRC2,11058,False,True,False,False,52.160000000000004
787,ENSG00000011052.21,NME1-NME2,1583,False,True,False,False,48.85999999999999
788,ENSG00000011083.9,SLC6A7,4975,False,True,False,False,54.63
790,ENSG00000011105.14,TSPAN9,11110,False,True,False,False,52.13
794,ENSG00000011114.15,BTBD7,16470,False,False,False,False,40.08
797,ENSG00000011132.12,APBA3,9780,False,False,False,False,56.61
799,ENSG00000011143.19,MKS1,29051,False,False,False,False,47.45
803,ENSG00000011198.10,ABHD5,19575,False,False,False,False,40.26
807,ENSG00000011201.12,ANOS1,7621,False,True,False,False,39.59
809,ENSG00000011243.19,AKAP8L,28086,False,True,False,False,48.86
813,ENSG00000011258.16,MBTD1,12850,False,True,False,False,39.5
817,ENSG00000011260.14,UTP18,4056,False,True,False,False,40.36
820,ENSG00000011275.19,RNF216,9930,False,True,False,False,45.52
824,ENSG00000011295.16,TTC19,12135,False,False,False,False,40.8
828,ENSG00000011304.22,PTBP1,22554,False,True,False,False,61.169999999999995
831,ENSG00000011332.22,DPF1,11105,False,True,False,False,57.15
834,ENSG00000011347.10,SYT7,12652,False,True,False,False,57.17999999999999
837,ENSG00000011376.12,LARS2,19208,False,True,False,False,42.34
841,ENSG00000011405.14,PIK3C2A,14627,False,False,False,False,39.84
844,ENSG00000011422.12,PLAUR,8405,False,True,False,False,49.94
847,ENSG00000011426.11,ANLN,9439,False,True,False,False,37.87
851,ENSG00000011451.21,WIZ,17495,False,True,False,False,58.15
854,ENSG00000011454.18,RABGAP1,9518,False,False,False,False,38.49
858,ENSG00000011465.18,DCN,18744,False,True,False,False,34.9
861,ENSG00000011478.13,QPCTL,9122,False,False,False,False,52.54
864,ENSG00000011485.15,PPP5C,16560,False,True,False,False,50.7
867,ENSG00000011523.15,CEP68,40034,False,True,False,False,47.82
872,ENSG00000011566.15,MAP4K3,10981,False,True,False,False,36.89
876,ENSG00000011590.14,ZBTB32,3212,False,True,False,False,52.47
879,ENSG00000011600.12,TYROBP,2400,False,True,False,False,51.45
882,ENSG00000011638.11,LDAF1,7022,False,False,False,False,43.7
885,ENSG00000011677.13,GABRA3,4698,False,True,False,False,37.36
887,ENSG00000012048.26,BRCA1,31475,False,True,False,False,44.09
891,ENSG00000012061.17,ERCC1,10451,False,True,False,False,52.1
895,ENSG00000012124.17,CD22,16905,False,True,False,False,50.24
899,ENSG00000012171.20,SEMA3B,16627,False,True,False,False,60.71
902,ENSG00000012174.12,MBTPS2,9456,False,False,False,False,38.5
904,ENSG00000012211.13,PRICKLE3,7083,False,True,False,False,55.64
907,ENSG00000012223.13,LTF,5267,False,True,False,False,46.95
910,ENSG00000012232.10,EXTL3,32198,False,False,False,False,44.35
914,ENSG00000012504.15,NR1H4,7983,False,True,False,False,39.74
916,ENSG00000012660.14,ELOVL5,6218,False,True,False,False,41.88
918,ENSG00000012779.12,ALOX5,5470,False,True,False,False,47.73
920,ENSG00000012817.16,KDM5D,15995,False,False,False,False,38.66
922,ENSG00000012822.16,CALCOCO1,15818,False,True,False,False,49.2
925,ENSG00000012963.15,UBR7,4936,False,True,False,False,43.11
927,ENSG00000012983.12,MAP4K5,12441,False,False,False,False,37.27
931,ENSG00000013016.16,EHD3,4825,False,True,False,False,50.24
932,ENSG00000013275.8,PSMC4,4202,False,True,False,False,49.94
934,ENSG00000013288.9,MAN2B2,11347,False,True,False,False,54.58
936,ENSG00000013293.6,SLC7A14,10613,False,True,False,False,42.15
938,ENSG00000013297.12,CLDN11,7743,False,True,False,False,43.14
941,ENSG00000013306.16,SLC25A39,10908,False,True,False,False,61.10999999999999
944,ENSG00000013364.19,MVP,10648,False,True,False,False,52.54
948,ENSG00000013374.17,NUB1,8705,False,True,False,False,44.89000000000001
952,ENSG00000013375.17,PGM3,72815,False,False,False,False,38.23
955,ENSG00000013392.8,RWDD2A,3769,False,True,False,False,44.9
956,ENSG00000013441.17,CLK1,12018,False,True,False,False,41.73
960,ENSG00000013503.10,POLR3B,5750,False,True,False,False,39.73
962,ENSG00000013523.12,ANGEL1,13144,False,False,False,False,45.16
965,ENSG00000013561.18,RNF14,10973,False,True,False,False,42.05
968,ENSG00000013563.14,DNASE1L1,11056,False,True,False,False,54.46
970,ENSG00000013573.17,DDX11,19727,False,False,False,False,52.26
974,ENSG00000013583.10,HEBP1,4462,False,True,False,False,43.51
976,ENSG00000013588.10,GPRC5A,14700,False,True,False,False,46.77
979,ENSG00000013619.15,MAMLD1,23009,False,False,False,False,44.08
982,ENSG00000013725.14,CD6,10681,False,True,False,False,49.93
986,ENSG00000013810.21,TACC3,15917,False,False,False,False,56.92
990,ENSG00000014123.10,UFL1,4684,False,False,False,False,33.38
992,ENSG00000014138.10,POLA2,20867,False,True,False,False,47.83
995,ENSG00000014164.7,ZC3H3,3816,False,True,False,False,58.38
996,ENSG00000014216.16,CAPN1,15033,False,True,False,False,51.18
1000,ENSG00000014257.17,ACP3,6190,False,True,False,False,40.39
1003,ENSG00000014641.21,MDH1,7316,False,False,False,False,38.05
1007,ENSG00000014824.14,SLC30A9,8549,False,False,False,False,36.97
1010,ENSG00000014914.21,MTMR11,8765,False,False,True,False,49.97
1013,ENSG00000014919.13,COX15,7173,False,True,False,False,42.22
1015,ENSG00000015133.20,CCDC88C,16002,False,True,False,False,51.25
1018,ENSG00000015153.15,YAF2,16119,False,True,False,False,39.02
1022,ENSG00000015171.21,ZMYND11,42112,False,True,False,False,37.94
1026,ENSG00000015285.12,WAS,6002,False,True,False,False,50.82
1028,ENSG00000015413.10,DPEP1,5855,False,True,False,False,59.08
1030,ENSG00000015475.19,BID,9524,False,True,False,False,52.51
1033,ENSG00000015479.20,MATR3,26211,False,True,False,False,38.77000000000001
1036,ENSG00000015520.15,NPC1L1,6760,False,True,False,False,51.49
1037,ENSG00000015532.10,XYLT2,8675,False,True,False,False,56.46999999999999
1040,ENSG00000015568.13,RGPD5,18828,False,True,False,False,39.34
1044,ENSG00000015592.17,STMN4,6432,False,True,False,False,48.02
1046,ENSG00000015676.18,NUDCD3,15494,False,True,False,False,44.47
1049,ENSG00000016082.15,ISL1,3135,False,True,False,False,44.27
1051,ENSG00000016391.11,CHDH,8748,False,True,False,False,49.35
1052,ENSG00000016402.14,IL20RA,6254,False,True,False,False,41.2
1055,ENSG00000016490.16,CLCA1,3517,False,True,False,False,40.09
1056,ENSG00000016602.9,CLCA4,3693,False,True,False,False,37.99
1058,ENSG00000016864.19,GLT8D1,10340,False,True,False,False,44.5
1062,ENSG00000017260.20,ATP2C1,13797,False,True,False,False,37.56
1066,ENSG00000017427.17,IGF1,9232,False,True,False,False,39.7
1068,ENSG00000017483.16,SLC38A5,6561,False,True,False,False,54.89999999999999
1072,ENSG00000017797.13,RALBP1,9610,False,True,False,False,41.37
1073,ENSG00000018189.13,RUFY3,13730,False,True,False,False,39.9
1077,ENSG00000018236.15,CNTN1,12817,False,True,False,False,35.21
1080,ENSG00000018280.18,SLC11A1,18637,False,False,False,False,55.34
1083,ENSG00000018408.15,WWTR1,12041,False,True,False,False,41.07
1087,ENSG00000018510.18,AGPS,40819,False,False,False,False,36.6
1091,ENSG00000018607.9,ZNF285CP,1774,False,False,False,False,40.79
1092,ENSG00000018610.15,STEEP1,3682,False,True,False,False,44.29
1094,ENSG00000018625.15,ATP1A2,8221,False,False,False,False,50.38
1097,ENSG00000018699.13,TTC27,4487,False,True,False,False,39.46
1099,ENSG00000018869.18,ZNF582,6904,False,True,False,False,40.84
1101,ENSG00000019102.12,VSIG2,1709,False,True,False,False,53.76
1102,ENSG00000019144.20,PHLDB1,32682,False,True,False,False,54.3
1106,ENSG00000019169.11,MARCO,2833,False,True,False,False,44.330000000000005
1108,ENSG00000019186.10,CYP24A1,6301,False,True,False,False,43.37
1110,ENSG00000019485.14,PRDM11,24806,False,True,False,False,47.84
1112,ENSG00000019505.8,SYT13,6278,False,True,False,False,46.29
1114,ENSG00000019549.13,SNAI2,5634,False,True,False,False,40.53
1116,ENSG00000019582.17,CD74,10238,False,True,False,False,53.330000000000005
1119,ENSG00000019991.18,HGF,13847,False,True,False,False,34.42
1121,ENSG00000019995.6,ZRANB1,6152,False,True,False,False,39.68
1123,ENSG00000020129.16,NCDN,8122,False,True,False,False,57.71
1125,ENSG00000020181.18,ADGRA2,7856,False,True,False,False,55.25
1126,ENSG00000020219.9,CCT8L1P,1674,False,False,False,False,57.11
1127,ENSG00000020256.20,ZFP64,8199,False,True,False,False,44.04999999999999
1129,ENSG00000020426.11,MNAT1,5945,False,False,False,False,36.62
1132,ENSG00000020577.14,SAMD4A,26277,False,False,False,False,43.24
1135,ENSG00000020633.19,RUNX3,5795,False,True,False,False,54.8
1137,ENSG00000020922.13,MRE11,9968,False,True,False,False,37.3
1140,ENSG00000021300.14,PLEKHB1,9859,False,True,False,False,52.93999999999999
1143,ENSG00000021355.13,SERPINB1,3442,False,True,False,False,43.07
