,gene_id,gene_name,gene_length,gc_content,is_lnc,is_pc,is_mito,is_ribo
72,ENSG00000002834.20,LASP1,2717.923076923077,57.86219635513107,False,True,False,False
75,ENSG00000002919.16,SNX11,1718.8260869565217,52.168678437759084,False,True,False,False
79,ENSG00000002933.10,TMEM176A,1256.3061224489795,59.19572013087093,False,True,False,False
81,ENSG00000003056.9,M6PR,1695.608695652174,47.07522321401818,False,True,False,False
84,ENSG00000003096.16,KLHL13,3180.2727272727275,41.80016463943004,False,True,False,False
86,ENSG00000003137.9,CYP26B1,2810.6,58.68342153953845,False,True,False,False
87,ENSG00000003147.20,ICA1,1782.4,47.63794289810686,False,True,False,False
91,ENSG00000003249.16,DBNDD1,2044.3333333333333,62.119416064649855,False,True,False,False
94,ENSG00000003393.17,ALS2,5146.518987341772,44.16935536638546,False,True,False,False
98,ENSG00000003400.17,CASP10,2278.6315789473683,45.91443681746301,False,True,False,False
101,ENSG00000003402.22,CFLAR,1902.25,47.59643031164235,False,True,False,False
105,ENSG00000003436.17,TFPI,2768.04,36.567750104494664,False,True,False,False
107,ENSG00000003509.17,NDUFAF7,1548.75,43.80240136911982,False,False,False,False
111,ENSG00000003756.18,RBM5,1886.1304347826087,47.99477549976971,False,True,False,False
115,ENSG00000003987.15,MTMR7,1972.25,45.10795617462765,False,True,False,False
119,ENSG00000003989.19,SLC7A2,5826.444444444444,43.62036093613662,False,True,False,False
120,ENSG00000004059.12,ARF5,865.3,59.71027216474251,False,False,False,False
123,ENSG00000004139.15,SARM1,2751.4,58.87817209290944,False,False,False,False
127,ENSG00000004142.13,POLDIP2,2312.6666666666665,54.81210858252607,False,True,False,False
128,ENSG00000004399.14,PLXND1,1544.0555555555557,59.58868817880906,False,False,False,False
131,ENSG00000004455.19,AK2,3061.9615384615386,46.94540815491629,False,True,False,False
135,ENSG00000004468.14,CD38,1860.1666666666667,46.55092210424045,False,False,False,False
138,ENSG00000004478.9,FKBP4,1621.157894736842,54.189506309731,False,True,False,False
142,ENSG00000004487.19,KDM1A,3024.890625,49.84062270653784,False,True,False,False
145,ENSG00000004534.16,RBM6,2003.1538461538462,47.721587369899645,False,True,False,False
149,ENSG00000004660.16,CAMKK1,3446.6666666666665,58.47130966837917,False,True,False,False
151,ENSG00000004700.17,RECQL,2470.9375,39.715106073364,False,True,False,False
152,ENSG00000004766.18,VPS50,2379.969696969697,37.89109901277046,False,True,False,False
156,ENSG00000004776.14,HSPB6,1018.75,65.68857355381502,False,True,False,False
157,ENSG00000004777.19,ARHGAP33,1575.3333333333333,64.5927473409405,False,False,False,False
161,ENSG00000004779.11,NDUFAB1,686.2857142857143,48.25086188218937,False,True,False,False
163,ENSG00000004799.9,PDK4,2816.266666666667,39.574025299009946,False,True,False,False
165,ENSG00000004809.15,SLC22A16,1422.5,46.92287831552661,False,False,False,False
167,ENSG00000004838.15,ZMYND10,1336.5,60.01370664202659,False,False,False,False
171,ENSG00000004846.17,ABCB5,2477.1666666666665,41.38611988152909,False,True,False,False
174,ENSG00000004848.8,ARX,664.8,62.65324226929052,False,True,False,False
176,ENSG00000004864.15,SLC25A13,2111.294117647059,44.71530599573316,False,True,False,False
179,ENSG00000004866.23,ST7,1541.8055555555557,46.44110231182687,False,True,False,False
183,ENSG00000004897.13,CDC27,1786.0416666666667,41.27102032650559,False,True,False,False
187,ENSG00000004939.16,SLC4A1,2422.0,58.01476854400328,False,True,False,False
190,ENSG00000004948.17,CALCR,2815.1666666666665,44.84904160266162,False,True,False,False
192,ENSG00000004961.16,HCCS,1816.0,44.72729799391605,False,True,False,False
193,ENSG00000004975.13,DVL2,1780.68,59.60967012628038,False,True,False,False
196,ENSG00000005001.11,PRSS22,1138.7,62.746772080064616,False,True,False,False
200,ENSG00000005007.15,UPF1,3489.6666666666665,60.00847565781896,False,True,False,False
204,ENSG00000005020.14,SKAP2,1830.388888888889,40.9514342674861,False,True,False,False
207,ENSG00000005022.7,SLC25A5,976.3,49.71658786692202,False,False,False,False
209,ENSG00000005059.17,MCUB,1109.5,45.203367702121454,False,True,False,False
212,ENSG00000005073.6,HOXA11,2403.0,54.51492227875714,False,True,False,False
213,ENSG00000005075.17,POLR2J,699.3333333333334,57.22591907060217,False,True,False,False
214,ENSG00000005100.13,DHX33,2956.0,52.3753533180756,False,True,False,False
217,ENSG00000005102.15,MEOX1,1551.5,56.58334210120592,False,True,False,False
218,ENSG00000005108.17,THSD7A,3358.75,45.55823493155851,False,True,False,False
221,ENSG00000005156.13,LIG3,2638.962962962963,52.00778999357462,False,True,False,False
225,ENSG00000005175.11,RPAP3,2140.923076923077,37.11510712888982,False,True,False,False
228,ENSG00000005187.13,ACSM3,2260.222222222222,42.83280177383089,False,True,False,False
231,ENSG00000005189.21,REXO5,1650.2903225806451,47.74438363377707,False,True,False,False
235,ENSG00000005194.16,CIAPIN1,1498.392857142857,49.84487216813004,False,True,False,False
239,ENSG00000005206.18,SPPL2B,1968.6153846153845,64.943594280145,False,False,False,False
243,ENSG00000005238.21,ATOSB,3011.1724137931033,57.80656551920963,False,True,False,False
245,ENSG00000005243.11,COPZ2,723.6315789473684,54.77463525820017,False,False,False,False
249,ENSG00000005249.15,PRKAR2B,3261.086956521739,36.52107559878478,False,True,False,False
252,ENSG00000005302.19,MSL3,2293.8,44.51521965730581,False,True,False,False
255,ENSG00000005339.15,CREBBP,1572.1,49.75777330381902,False,True,False,False
258,ENSG00000005379.17,TSPOAP1,2678.909090909091,60.38224000019722,False,False,False,False
260,ENSG00000005381.9,MPO,1630.857142857143,58.741582809781605,False,True,False,False
264,ENSG00000005421.10,PON1,1479.6666666666667,42.52001649893563,False,True,False,False
267,ENSG00000005436.15,GCFC2,2408.4210526315787,39.82029769606881,False,False,False,False
270,ENSG00000005448.18,WDR54,1111.5172413793102,58.45104742408572,False,False,False,False
273,ENSG00000005469.13,CROT,2135.0,38.25056772578795,False,True,False,False
275,ENSG00000005471.20,ABCB4,3263.5555555555557,45.04400593385113,False,True,False,False
278,ENSG00000005483.23,KMT2E,2587.0,44.10549343041346,False,False,False,False
282,ENSG00000005486.18,RHBDD2,1147.8333333333333,58.871622436992794,False,False,False,False
285,ENSG00000005513.11,SOX8,3687.6666666666665,64.50658022703729,False,False,False,False
287,ENSG00000005700.16,IBTK,5046.52,37.76558339256317,False,True,False,False
290,ENSG00000005801.19,ZNF195,1569.25,45.50066870611438,False,True,False,False
294,ENSG00000005810.21,MYCBP2,7632.833333333333,41.623268282527846,False,False,False,False
297,ENSG00000005812.12,FBXL3,2718.5384615384614,40.911789334014244,False,False,False,False
299,ENSG00000005844.20,ITGAL,2426.846153846154,56.49449738922193,False,False,False,False
303,ENSG00000005882.13,PDK2,1547.851851851852,58.676297848216414,False,True,False,False
306,ENSG00000005884.19,ITGA3,2166.684210526316,58.645718637823514,False,False,False,False
309,ENSG00000005889.17,ZFX,4210.970588235294,43.581793754830805,False,False,False,False
311,ENSG00000005893.18,LAMP2,2189.7368421052633,41.2783628036632,False,True,False,False
313,ENSG00000005961.20,ITGA2B,1776.7692307692307,60.037397970076185,False,True,False,False
315,ENSG00000005981.14,ASB4,2660.6,43.704151635495535,False,False,False,False
317,ENSG00000006007.13,GDE1,1794.5,45.278438265089505,False,True,False,False
320,ENSG00000006015.19,REX1BD,970.8666666666667,65.45890785804279,False,False,False,False
323,ENSG00000006016.13,CRLF1,1367.8,64.58123293518013,False,False,False,False
326,ENSG00000006025.14,OSBPL7,2540.6,61.06561098281986,False,True,False,False
329,ENSG00000006042.13,TMEM98,1446.1785714285713,53.24637829673795,False,True,False,False
331,ENSG00000006047.14,YBX2,1564.2222222222222,62.19350639082305,False,False,False,False
334,ENSG00000006059.4,KRT33A,1303.0,60.47582501918649,False,True,False,False
335,ENSG00000006062.19,MAP3K14,4102.153846153846,59.486582313117985,False,True,False,False
338,ENSG00000006071.16,ABCC8,3902.47,57.43944993578014,False,True,False,False
342,ENSG00000006116.5,CACNG3,1871.0,52.18806497023746,False,True,False,False
343,ENSG00000006118.15,TMEM132A,1484.5714285714287,66.30111586491307,False,True,False,False
346,ENSG00000006125.19,AP2B1,3004.6111111111113,45.635909074802164,False,True,False,False
349,ENSG00000006128.13,TAC1,921.25,42.305448795109086,False,True,False,False
351,ENSG00000006194.12,ZNF263,3630.25,52.657284498745724,False,True,False,False
352,ENSG00000006210.7,CX3CL1,3239.25,60.277057161585866,False,True,False,False
353,ENSG00000006282.23,SPATA20,1835.5681818181818,61.577766345447365,False,False,False,False
356,ENSG00000006283.18,CACNA1G,6612.470588235294,60.922422452411894,False,True,False,False
358,ENSG00000006327.15,TNFRSF12A,885.2,64.18441330054716,False,True,False,False
361,ENSG00000006377.11,DLX6,1526.0,54.71398456391444,False,True,False,False
363,ENSG00000006432.17,MAP3K9,6272.25,54.928464171275145,False,True,False,False
365,ENSG00000006451.9,RALA,2243.3333333333335,42.58961225816138,False,False,False,False
368,ENSG00000006453.15,BAIAP2L1,2357.3846153846152,51.41710612352448,False,True,False,False
371,ENSG00000006459.12,KDM7A,5886.833333333333,40.978085796622025,False,True,False,False
374,ENSG00000006468.16,ETV1,2596.777777777778,42.306909261341495,False,True,False,False
378,ENSG00000006530.19,AGK,2091.45,44.74650698173447,False,True,False,False
382,ENSG00000006534.18,ALDH3B1,2413.285714285714,61.26317349733201,False,True,False,False
385,ENSG00000006555.12,TTC22,2321.375,58.95084372757559,False,True,False,False
387,ENSG00000006576.18,PHTF2,3688.0,37.34781813665849,False,True,False,False
390,ENSG00000006606.9,CCL26,589.0,51.92603129445234,False,True,False,False
391,ENSG00000006607.15,FARP2,1999.5454545454545,51.977315304169636,False,True,False,False
394,ENSG00000006611.18,USH1C,1535.6666666666667,55.3321405795647,False,False,False,False
399,ENSG00000006625.19,GGCT,962.4,43.717527049397944,False,True,False,False
401,ENSG00000006634.9,DBF4,2016.3125,39.20808627519213,False,False,False,False
404,ENSG00000006638.14,TBXA2R,2087.1428571428573,63.13002862722395,False,True,False,False
406,ENSG00000006652.15,IFRD1,1600.0,43.93747677222362,False,True,False,False
410,ENSG00000006659.13,LGALS14,613.6666666666666,47.00293949157584,False,True,False,False
411,ENSG00000006695.13,COX10,2361.6,49.33180130211911,False,False,False,False
414,ENSG00000006704.12,GTF2IRD1,3060.55,58.41046225661747,False,True,False,False
417,ENSG00000006712.16,PAF1,1379.857142857143,56.65999545003793,False,True,False,False
420,ENSG00000006715.17,VPS41,2293.346153846154,41.712476503379214,False,True,False,False
424,ENSG00000006740.19,ARHGAP44,2790.6666666666665,55.18291199332818,False,True,False,False
428,ENSG00000006744.20,ELAC2,2306.1463414634145,54.92603275052214,False,True,False,False
432,ENSG00000006747.16,SCIN,2151.0,46.521771650274346,False,False,False,False
436,ENSG00000006756.17,ARSD,2148.0,54.046116193745206,False,True,False,False
440,ENSG00000006757.13,PNPLA4,1642.7222222222222,47.2262453153816,False,True,False,False
441,ENSG00000006788.14,MYH13,5992.333333333333,52.48410015681271,False,True,False,False
442,ENSG00000006831.11,ADIPOR2,3387.808510638298,46.858932753533715,False,False,False,False
444,ENSG00000006837.12,CDKL3,1240.9,38.741900117556284,False,False,False,False
447,ENSG00000007001.15,UPP2,2065.125,40.599040683373346,False,False,False,False
450,ENSG00000007038.12,PRSS21,820.3333333333334,58.979802114835344,False,True,False,False
454,ENSG00000007047.17,MARK4,2110.4545454545455,60.101112979315445,False,True,False,False
457,ENSG00000007062.13,PROM1,3043.4418604651164,45.309344104880054,False,False,False,False
461,ENSG00000007080.12,CCDC124,1074.5454545454545,64.68291886013778,False,True,False,False
463,ENSG00000007129.19,CEACAM21,1295.9,56.252340529089246,False,False,False,False
466,ENSG00000007168.16,PAFAH1B1,3393.705882352941,43.19447015400282,False,True,False,False
470,ENSG00000007171.20,NOS2,3888.875,56.918899205780534,False,True,False,False
473,ENSG00000007174.18,DNAH9,2890.266666666667,50.5802479527611,False,True,False,False
476,ENSG00000007202.17,BLTP2,3417.5454545454545,50.93899117698291,False,True,False,False
480,ENSG00000007216.17,SLC13A2,2316.6666666666665,58.366276689666,False,True,False,False
483,ENSG00000007237.20,GAS7,2311.3,55.5401678041048,False,True,False,False
486,ENSG00000007255.11,TRAPPC6A,654.8888888888889,63.35983158010159,False,True,False,False
488,ENSG00000007264.16,MATK,1536.2592592592594,64.95938665821974,False,True,False,False
490,ENSG00000007306.16,CEACAM7,2266.0,44.77766133390394,False,True,False,False
492,ENSG00000007312.15,CD79B,934.7777777777778,60.38454540407122,False,False,False,False
494,ENSG00000007314.12,SCN4A,2983.0,57.85543094561185,False,True,False,False
496,ENSG00000007341.20,ST7L,2033.4,44.8789608369424,False,False,False,False
499,ENSG00000007350.18,TKTL1,1212.6666666666667,51.17224467843975,False,False,False,False
502,ENSG00000007372.25,PAX6,2083.5308641975307,50.79655639928701,False,True,False,False
506,ENSG00000007376.9,RPUSD1,1497.0,66.87633719710914,False,True,False,False
508,ENSG00000007384.16,RHBDF1,2473.470588235294,62.511803948596544,False,True,False,False
511,ENSG00000007392.18,LUC7L,1221.5666666666666,52.12219041279382,False,False,False,False
515,ENSG00000007402.13,CACNA2D2,4504.75,58.63652788161961,False,True,False,False
518,ENSG00000007516.16,BAIAP3,3771.3030303030305,64.2333625972819,False,False,False,False
521,ENSG00000007520.5,TSR3,1085.6666666666667,66.55792461780398,False,True,False,False
523,ENSG00000007541.18,PIGQ,1926.5405405405406,65.26169699572225,False,True,False,False
527,ENSG00000007545.17,CRAMP1,4177.142857142857,59.12303132754806,False,True,False,False
529,ENSG00000007866.22,TEAD3,2463.6666666666665,60.5420754279015,False,False,False,False
531,ENSG00000007908.16,SELE,2435.714285714286,43.08177738101699,False,True,False,False
533,ENSG00000007923.18,DNAJC11,2683.0833333333335,53.507407229040545,False,True,False,False
537,ENSG00000007933.14,FMO3,1835.2,43.46096154431802,False,False,False,False
540,ENSG00000007944.16,MYLIP,3426.0,48.07904155704166,False,True,False,False
542,ENSG00000007952.19,NOX1,1993.909090909091,44.020220722440676,False,True,False,False
543,ENSG00000007968.8,E2F2,3645.0,54.770837979314614,False,True,False,False
545,ENSG00000008018.10,PSMB1,1105.2,46.87722045274522,False,True,False,False
547,ENSG00000008056.15,SYN1,2102.0,56.5748688651899,False,True,False,False
549,ENSG00000008083.15,JARID2,4775.1,51.51908000139797,False,True,False,False
551,ENSG00000008086.13,CDKL5,3741.3846153846152,44.72229032759621,False,True,False,False
554,ENSG00000008118.11,CAMK1G,2080.4285714285716,53.04029328204948,False,True,False,False
556,ENSG00000008128.24,CDK11A,1679.8275862068965,56.64700858264929,False,True,False,False
560,ENSG00000008130.16,NADK,2349.690476190476,57.10317657449358,False,True,False,False
564,ENSG00000008196.13,TFAP2B,2421.0,55.79771537270929,False,True,False,False
566,ENSG00000008197.5,TFAP2D,1377.5,46.42951257157915,False,True,False,False
568,ENSG00000008226.21,DLEC1,3197.5,54.33838693692599,False,False,False,False
572,ENSG00000008256.18,CYTH3,2146.125,56.106207868472936,False,True,False,False
575,ENSG00000008277.16,ADAM22,4307.791666666667,43.44177446516204,False,True,False,False
579,ENSG00000008282.11,SYPL1,1300.4545454545455,42.454737399213634,False,True,False,False
582,ENSG00000008283.17,CYB561,1818.625,60.56888281611722,False,True,False,False
585,ENSG00000008294.23,SPAG9,3359.35,43.95000796237294,False,True,False,False
589,ENSG00000008300.17,CELSR3,5356.75,60.0783580120543,False,True,False,False
591,ENSG00000008311.17,AASS,3969.9142857142856,40.02886642287974,False,False,False,False
595,ENSG00000008323.17,PLEKHG6,2295.3809523809523,60.94450784669192,False,True,False,False
597,ENSG00000008324.13,SS18L2,1265.0,44.138788452649024,False,True,False,False
599,ENSG00000008382.17,MPND,1329.7142857142858,64.66564802995933,False,True,False,False
601,ENSG00000008394.14,MGST1,954.84,40.165219783240175,False,True,False,False
605,ENSG00000008405.13,CRY1,2409.4,45.517998983381474,False,True,False,False
608,ENSG00000008438.5,PGLYRP1,708.0,62.005649717514125,False,True,False,False
609,ENSG00000008441.19,NFIX,1834.1176470588234,59.7977455681747,False,True,False,False
612,ENSG00000008513.18,ST3GAL1,2774.043010752688,54.09058446026871,False,True,False,False
615,ENSG00000008516.20,MMP25,2935.285714285714,65.74538611113216,False,False,False,False
618,ENSG00000008517.20,IL32,929.0833333333334,57.607589516912704,False,True,False,False
620,ENSG00000008710.20,PKD1,2039.9,65.50810481924341,False,True,False,False
624,ENSG00000008735.15,MAPK8IP2,3716.5833333333335,66.34635232501054,False,True,False,False
626,ENSG00000008838.22,MED24,2287.689655172414,56.71783122472662,False,True,False,False
630,ENSG00000008853.19,RHOBTB2,3300.777777777778,58.310919825510695,False,True,False,False
633,ENSG00000008869.13,HEATR5B,5472.777777777777,42.46761146664895,False,True,False,False
635,ENSG00000008952.18,SEC62,1888.7142857142858,38.30630330742072,False,False,False,False
639,ENSG00000008988.12,RPS20,1192.4285714285713,46.145626018821694,False,True,False,True
643,ENSG00000009307.18,CSDE1,3559.2057142857143,41.406672348556135,False,True,False,False
647,ENSG00000009335.20,UBE3C,4012.88,46.852479442482945,False,True,False,False
650,ENSG00000009413.17,REV3L,4964.083333333333,37.5507149457454,False,False,False,False
654,ENSG00000009694.14,TENM1,8945.666666666666,43.2780867646382,False,True,False,False
656,ENSG00000009709.14,PAX7,4303.0,56.97968525750257,False,True,False,False
659,ENSG00000009724.19,MASP2,1969.8636363636363,52.15933931983134,False,True,False,False
663,ENSG00000009765.16,IYD,2404.181818181818,45.92274843742826,False,True,False,False
666,ENSG00000009780.17,FAM76A,1890.0,44.578914391896156,False,True,False,False
667,ENSG00000009790.16,TRAF3IP3,1572.7727272727273,50.13248892660479,False,True,False,False
671,ENSG00000009830.14,POMT2,1381.5844155844156,53.78962376644062,False,False,False,False
676,ENSG00000009844.17,VTA1,2743.25,38.30383407501255,False,True,False,False
678,ENSG00000009950.17,MLXIPL,2749.6923076923076,63.51205143290257,False,False,False,False
681,ENSG00000009954.11,BAZ1B,4123.333333333333,45.87480833379376,False,True,False,False
683,ENSG00000010017.14,RANBP9,2924.5,48.44745278819088,False,True,False,False
685,ENSG00000010030.14,ETV7,1535.875,56.60793709567543,False,True,False,False
686,ENSG00000010072.17,SPRTN,1866.7142857142858,43.96481608153954,False,True,False,False
688,ENSG00000010165.21,METTL13,2141.6363636363635,50.218546952849444,False,True,False,False
690,ENSG00000010219.14,DYRK4,985.7058823529412,47.879277263254096,False,True,False,False
694,ENSG00000010244.20,ZNF207,2105.103448275862,42.80145714753411,False,True,False,False
698,ENSG00000010256.13,UQCRC1,1416.2,57.81751786849672,False,False,False,False
702,ENSG00000010270.15,STARD3NL,1689.0833333333333,42.613189584987396,False,True,False,False
704,ENSG00000010278.16,CD9,1411.2121212121212,48.274309288936344,False,True,False,False
708,ENSG00000010282.16,HHATL,1498.276595744681,58.13196613141282,False,False,False,False
710,ENSG00000010292.14,NCAPD2,2879.285714285714,52.120137154196286,False,False,False,False
714,ENSG00000010295.21,IFFO1,2642.1428571428573,60.92381510511375,False,False,False,False
717,ENSG00000010310.10,GIPR,1924.9166666666667,58.410876497103345,False,True,False,False
721,ENSG00000010318.23,PHF7,1551.75,49.3649831996904,False,True,False,False
724,ENSG00000010319.8,SEMA3G,2770.75,61.84862045303072,False,True,False,False
726,ENSG00000010322.17,NISCH,2857.909090909091,58.131039469696404,False,True,False,False
729,ENSG00000010327.11,STAB1,4905.235294117647,61.972883467710574,False,True,False,False
731,ENSG00000010361.15,FUZ,1253.3125,60.89323317218544,False,True,False,False
735,ENSG00000010379.17,SLC6A13,998.2857142857143,54.971142621219236,False,True,False,False
739,ENSG00000010404.19,IDS,3253.9,47.84118736836628,False,True,False,False
742,ENSG00000010438.17,PRSS3,647.4285714285714,55.157561821634474,False,False,False,False
744,ENSG00000010539.13,ZNF200,2621.88,46.67057749617493,False,True,False,False
746,ENSG00000010610.11,CD4,1514.6875,54.661477833655,False,False,False,False
749,ENSG00000010626.16,LRRC23,1059.4444444444443,54.146924708210115,False,True,False,False
753,ENSG00000010671.19,BTK,1933.837837837838,46.39161773539963,False,True,False,False
757,ENSG00000010704.20,HFE,2011.625,50.34338059878866,False,False,False,False
760,ENSG00000010803.19,SCMH1,2315.0,53.93525086117545,False,True,False,False
764,ENSG00000010810.19,FYN,2077.621951219512,50.198752447633765,False,True,False,False
767,ENSG00000010818.12,HIVEP2,7640.375,46.36959387542083,False,True,False,False
769,ENSG00000010932.17,FMO1,1644.375,45.15873930270293,False,True,False,False
772,ENSG00000011007.14,ELOA,4033.2,48.242757323938676,False,False,False,False
776,ENSG00000011009.13,LYPLA2,1416.111111111111,61.606348203928334,False,True,False,False
779,ENSG00000011021.24,CLCN6,2898.5833333333335,53.07672798808138,False,True,False,False
783,ENSG00000011028.14,MRC2,2223.5714285714284,62.902287117317755,False,True,False,False
787,ENSG00000011052.21,NME1-NME2,1036.0,53.16717981766715,False,True,False,False
788,ENSG00000011083.9,SLC6A7,2214.3333333333335,60.85751711098734,False,True,False,False
790,ENSG00000011105.15,TSPAN9,2572.6774193548385,57.75433182360423,False,True,False,False
794,ENSG00000011114.16,BTBD7,3818.3333333333335,45.28867319579484,False,False,False,False
797,ENSG00000011132.13,APBA3,1741.05,65.36380384381094,False,False,False,False
799,ENSG00000011143.20,MKS1,2211.5675675675675,51.786057471506254,False,False,False,False
803,ENSG00000011198.11,ABHD5,1930.3,43.53167430102813,False,False,False,False
807,ENSG00000011201.13,ANOS1,4356.166666666667,42.09583994143939,False,True,False,False
809,ENSG00000011243.20,AKAP8L,2243.431818181818,59.74067139984302,False,True,False,False
813,ENSG00000011258.17,MBTD1,4274.35,40.21217476904428,False,True,False,False
817,ENSG00000011260.15,UTP18,1382.6875,43.16381043580055,False,True,False,False
820,ENSG00000011275.19,RNF216,2021.4444444444443,49.02413852220555,False,True,False,False
824,ENSG00000011295.17,TTC19,1882.5,48.78430618485714,False,False,False,False
828,ENSG00000011304.23,PTBP1,2179.212121212121,59.07070052998252,False,True,False,False
831,ENSG00000011332.23,DPF1,1613.6923076923076,61.87566024729248,False,True,False,False
834,ENSG00000011347.11,SYT7,2787.4615384615386,61.17735569973094,False,True,False,False
837,ENSG00000011376.13,LARS2,3792.7741935483873,51.39189999641553,False,True,False,False
841,ENSG00000011405.15,PIK3C2A,5322.153846153846,40.481074529622965,False,False,False,False
844,ENSG00000011422.13,PLAUR,1019.2916666666666,55.82112041881991,False,True,False,False
847,ENSG00000011426.12,ANLN,2439.0,41.65504931368068,False,True,False,False
851,ENSG00000011451.22,WIZ,4652.227272727273,63.65928890614541,False,True,False,False
854,ENSG00000011454.19,RABGAP1,3368.44,43.01127343290288,False,False,False,False
858,ENSG00000011465.19,DCN,1521.3142857142857,41.93027937297072,False,True,False,False
861,ENSG00000011478.13,QPCTL,1684.0,59.5655994456612,False,False,False,False
864,ENSG00000011485.16,PPP5C,1642.5454545454545,57.168080157927086,False,True,False,False
867,ENSG00000011523.16,CEP68,3892.2093023255816,51.1488606505856,False,True,False,False
872,ENSG00000011566.16,MAP4K3,2635.9583333333335,40.191844090485525,False,True,False,False
876,ENSG00000011590.15,ZBTB32,1426.625,58.3052046937274,False,True,False,False
879,ENSG00000011600.13,TYROBP,552.9285714285714,59.982531406873804,False,True,False,False
882,ENSG00000011638.12,LDAF1,1546.2758620689656,49.17074229697327,False,False,False,False
885,ENSG00000011677.14,GABRA3,2269.0,47.260957680204136,False,True,False,False
887,ENSG00000012048.27,BRCA1,4029.5106382978724,43.51076634954342,False,True,False,False
891,ENSG00000012061.18,ERCC1,1504.8333333333333,58.61272437193281,False,True,False,False
895,ENSG00000012124.18,CD22,1389.925,54.38658926118323,False,True,False,False
899,ENSG00000012171.21,SEMA3B,2480.7241379310344,64.45067284813699,False,True,False,False
902,ENSG00000012174.13,MBTPS2,3731.8571428571427,41.52229643151444,False,False,False,False
904,ENSG00000012211.14,PRICKLE3,2013.6875,60.94806627816528,False,True,False,False
907,ENSG00000012223.14,LTF,1646.3846153846155,53.5387880301709,False,True,False,False
910,ENSG00000012232.11,EXTL3,4200.971428571429,53.05972374387908,False,False,False,False
914,ENSG00000012504.16,NR1H4,2008.375,40.44677940900574,False,True,False,False
916,ENSG00000012660.15,ELOVL5,2445.214285714286,41.502510102550694,False,True,False,False
918,ENSG00000012779.13,ALOX5,1931.75,56.99881474193769,False,True,False,False
920,ENSG00000012817.17,KDM5D,4698.192307692308,50.23738215030134,False,False,False,False
922,ENSG00000012822.17,CALCOCO1,2268.04,54.364524306472156,False,True,False,False
925,ENSG00000012963.16,UBR7,2023.7692307692307,46.13272876575766,False,True,False,False
927,ENSG00000012983.13,MAP4K5,2842.9333333333334,39.051202451673426,False,False,False,False
931,ENSG00000013016.17,EHD3,4020.0,55.35683892541978,False,True,False,False
932,ENSG00000013275.9,PSMC4,1322.7777777777778,54.76211993453653,False,True,False,False
934,ENSG00000013288.10,MAN2B2,3850.3846153846152,58.54275276337838,False,True,False,False
936,ENSG00000013293.6,SLC7A14,5306.5,48.21577200378631,False,True,False,False
938,ENSG00000013297.13,CLDN11,1332.125,52.938140122077066,False,True,False,False
941,ENSG00000013306.17,SLC25A39,1586.2264150943397,61.88085203358858,False,True,False,False
944,ENSG00000013364.20,MVP,1591.8846153846155,58.91837997869716,False,True,False,False
948,ENSG00000013374.18,NUB1,2620.829268292683,46.92007243793585,False,True,False,False
