,gene_id,gene_name,gene_length,gc_content,is_lnc,is_pc,is_mito,is_ribo,10x_n_cells,10x_percent_counts,polyT_n_cells,polyT_percent_counts,randO_n_cells,randO_percent_counts,parse_n_cells,parse_percent_counts,polyT_randO_distance,10x_polyT_distance,10x_randO_distance,10x_parse_distance
14,ENSG00000001617.13,SEMA3F,2586.625,61.74656217968163,False,True,False,False,12.0,3.931325192264483e-05,15.0,4.915231266218625e-05,40.0,0.00019840948204824776,33.0,0.00010991227351889089,1.0001102522266392e-10,1.000001348967736e-10,1.0000571669446853e-10,1.0000112196895837e-10
15,ENSG00000001626.19,CFTR,3414.840909090909,41.57934897750739,False,True,False,False,10.0,3.0240963017419096e-05,10.0,3.27682084414575e-05,9.0,3.799330507306872e-05,10.0,2.892428250497129e-05,1.0000005715531215e-10,1.0000003269740897e-10,1.00000078918712e-10,1.0000002826907414e-10
16,ENSG00000001629.11,ANKIB1,3587.4,43.43894004855689,False,True,False,False,2109.0,0.009556144313504433,2925.0,0.01674455451358478,1665.0,0.009722064620364141,2798.0,0.014008030017157596,6.554336291007491e-09,1.067890095062064e-06,4.3747945400298553e-07,8.687431444742504e-07
17,ENSG00000001630.19,CYP51A1,2193.6666666666665,40.81075600227128,False,True,False,False,55.0,0.00016934939289754694,367.0,0.001481123021553879,233.0,0.0010933628904360889,362.0,0.0012842381432207253,1.1404410994061291e-10,1.0339742760082745e-10,1.0331636385086248e-10,1.032594058981258e-10
18,ENSG00000001631.18,KRIT1,3453.543209876543,39.07394037890476,False,True,False,False,123.0,0.0003810361340194806,94.0,0.000327682084414575,35.0,0.00014775174195082283,79.0,0.00023139426003977032,1.0004287886306995e-10,1.0043826251537975e-10,1.0001122943759513e-10,1.0016564320520118e-10
19,ENSG00000002016.19,RAD52,1839.741935483871,51.168853301069404,False,True,False,False,604.0,0.002144084277935014,250.0,0.0009175098363608099,267.0,0.0012875508941428847,313.0,0.0010239196006759837,1.7268761520990957e-10,1.3507714922379996e-10,2.814801194406359e-10,1.5998462472819866e-10
20,ENSG00000002330.15,BAD,906.8888888888889,65.68813909227742,False,True,False,False,537.0,0.001781192721725985,241.0,0.0008552502403220408,385.0,0.0017603564683855175,381.0,0.0011974652957058114,2.8150783366253623e-10,1.2853811861059951e-10,5.850056389927762e-10,2.1388718163975567e-10
21,ENSG00000002549.14,LAP3,1189.3333333333333,46.6045417001931,False,True,False,False,1206.0,0.004369819156017059,2286.0,0.010852830635810723,1882.0,0.010992729601141218,2505.0,0.010872637793618706,3.7314136984984743e-07,1.0366619824349873e-07,1.8863589463712594e-07,1.3200670034442916e-07
22,ENSG00000002587.11,HS3ST1,2088.8571428571427,57.118546800667524,False,True,False,False,11.0,3.931325192264483e-05,11.0,3.604502928560325e-05,8.0,4.221478341452081e-05,11.0,3.7601567256462676e-05,1.0000008724220732e-10,1.0000005948867337e-10,1.0000014629195977e-10,1.0000008073930265e-10
23,ENSG00000002726.22,AOC1,2227.5,60.21391785683957,False,True,False,False,0.0,0.0,1.0,3.2768208441457497e-06,0.0,0.0,0.0,0.0,1.0000000000672307e-10,1e-10,,
24,ENSG00000002745.13,WNT16,2190.0,46.97444831591173,False,True,False,False,37.0,0.00014213252618186975,14.0,4.915231266218625e-05,6.0,3.377182673161664e-05,11.0,4.04939955069598e-05,1.0000000657411205e-10,1.0000018137338761e-10,1.0000027658240883e-10,1.000000002293432e-10
25,ENSG00000002746.16,HECW1,2548.4166666666665,51.7108796800506,False,True,False,False,8.0,2.419277041393528e-05,11.0,3.9321850129749e-05,10.0,5.065774009742497e-05,11.0,4.04939955069598e-05,1.000001797768941e-10,1.0000003673112129e-10,1.0000011569260705e-10,1.0000004931940532e-10
26,ENSG00000002822.17,MAD1L1,1855.5510204081634,62.173376496777955,False,True,False,False,6.0,1.8144577810451457e-05,16.0,5.2429133506331996e-05,110.0,0.0004770270525840851,57.0,0.00016486841027833635,1.0008738009468133e-10,1.0000004303891445e-10,1.0000782277178634e-10,1.0000062457318298e-10
27,ENSG00000002834.20,LASP1,2717.923076923077,57.86219635513107,False,True,False,False,1019.0,0.0037347589326512587,1610.0,0.006514319838161751,2501.0,0.015767221605323522,2373.0,0.009776407486680296,9.529529289682195e-07,2.4746026129973504e-08,3.1743477704717335e-07,7.899235563317112e-08
28,ENSG00000002919.16,SNX11,1718.8260869565217,52.168678437759084,False,True,False,False,822.0,0.002909180642275717,251.0,0.0008814648070752068,255.0,0.0011397991521920618,308.0,0.0009516088944135553,1.4603299984804034e-10,1.0839686428233172e-10,1.42640968992429e-10,1.1075950676308938e-10
29,ENSG00000002933.10,TMEM176A,1256.3061224489795,59.19572013087093,False,True,False,False,250.0,0.0010977469575323133,64.0,0.00021954699655776525,39.0,0.00016885913365808324,70.0,0.00021693211878728467,1.000102438088301e-10,1.0027791089266926e-10,1.0414674382183662e-10,1.0077148132698408e-10
30,ENSG00000003056.9,M6PR,1695.608695652174,47.07522321401818,False,True,False,False,580.0,0.0019293734405113382,1099.0,0.0042172684264155805,870.0,0.004267914603208053,1229.0,0.004257654384731774,8.569090931001377e-09,3.0531597025862945e-09,5.422925323071749e-09,3.9155839279967275e-09
31,ENSG00000003096.16,KLHL13,3180.2727272727275,41.80016463943004,False,True,False,False,33.0,0.0001633012002940631,58.0,0.00035717347201188673,29.0,0.00018152356868243947,47.0,0.00031238225105368993,1.0002354768712904e-10,1.001517757239925e-10,1.0004801178946552e-10,1.0014059034717318e-10
32,ENSG00000003147.20,ICA1,1782.4,47.63794289810686,False,True,False,False,247.0,0.0009011806979190891,111.0,0.0004423708139596762,84.0,0.0004305907908281122,116.0,0.00044543395057655786,1.0084063938336388e-10,1.020546319117221e-10,1.018201580289427e-10,1.0220619330969424e-10
33,ENSG00000003249.16,DBNDD1,2044.3333333333333,62.119416064649855,False,True,False,False,22.0,7.257831124180583e-05,7.0,2.293774590902025e-05,15.0,6.33221751217812e-05,11.0,3.181671075546842e-05,1.0000020645137247e-10,1.0000000540070888e-10,1.0000091528674288e-10,1.0000005034279495e-10
34,ENSG00000003393.17,ALS2,5146.518987341772,44.16935536638546,False,True,False,False,460.0,0.001705590314182437,732.0,0.0032932049483664788,567.0,0.0030141355357967857,802.0,0.0032279499275547963,1.9347986301788533e-09,1.4580177930467705e-09,2.0035566012021484e-09,1.7315100303567263e-09
35,ENSG00000003400.17,CASP10,2278.6315789473683,45.91443681746301,False,True,False,False,1220.0,0.004989758897874151,1386.0,0.006212852320500342,1289.0,0.007835063801735062,1596.0,0.00675960482141179,1.0342358864413882e-07,3.474526500448181e-08,1.0422779140472457e-07,5.311052138872098e-08
36,ENSG00000003402.22,CFLAR,1902.25,47.59643031164235,False,True,False,False,3281.0,0.016820023630288502,4073.0,0.030435112000425726,4366.0,0.04678664445831341,4755.0,0.03672516149656205,0.0001199486788512572,1.1048769428955091e-05,5.200772182253788e-05,2.150899414656209e-05
37,ENSG00000003436.17,TFPI,2768.04,36.567750104494664,False,True,False,False,2.0,6.04819260348382e-06,21.0,8.519734194778949e-05,17.0,0.00010975843687775411,26.0,0.00010412741701789664,1.0000396188879159e-10,1.0000001467057886e-10,1.0000004551295168e-10,1.0000002852610571e-10
38,ENSG00000003509.17,NDUFAF7,1548.75,43.80240136911982,False,True,False,False,593.0,0.0020896505445036594,1038.0,0.0042172684264155805,588.0,0.0028410549237972505,1045.0,0.003705200588886822,3.513947000848708e-10,3.4876671047391565e-09,2.31653922685597e-09,3.250971604289624e-09
39,ENSG00000003756.18,RBM5,1886.1304347826087,47.99477549976971,False,True,False,False,1818.0,0.0067890961974105875,3466.0,0.016993592897739856,3389.0,0.022065667290770023,3968.0,0.01872847292196891,6.459092426103543e-06,6.141209467287656e-07,1.9552838100996416e-06,9.686577079251314e-07
40,ENSG00000003987.15,MTMR7,1972.25,45.10795617462765,False,True,False,False,136.0,0.0004657108304682541,27.0,0.00010485826701266399,16.0,7.598661014613745e-05,30.0,0.00010991227351889089,1.0000028557275617e-10,1.0000286912869183e-10,1.0011940854715352e-10,1.0000744574894037e-10
41,ENSG00000003989.19,SLC7A2,5826.444444444444,43.62036093613662,False,True,False,False,1.0,3.02409630174191e-06,2.0,6.5536416882914995e-06,0.0,0.0,1.0,2.892428250497129e-06,1.0000000010756916e-10,1.0000000001748022e-10,1.0000000000090027e-10,1.000000000028269e-10
42,ENSG00000004059.12,ARF5,865.3,59.71027216474251,False,True,False,False,77.0,0.00023285541523412705,64.0,0.00020971653402532798,160.0,0.0006838794913152371,142.0,0.00041361723982108944,1.0218936716520401e-10,1.000696558074817e-10,1.0215865072277304e-10,1.0048790604697437e-10
43,ENSG00000004139.15,SARM1,2751.4,58.87817209290944,False,True,False,False,100.0,0.0003417228820968358,346.0,0.0012746833083726967,419.0,0.001954544472092313,448.0,0.0014867081207555243,4.6597090931188e-10,1.0942626486562397e-10,1.425800953882204e-10,1.1677926329576045e-10
44,ENSG00000004142.13,POLDIP2,2312.6666666666665,54.81210858252607,False,True,False,False,649.0,0.0021561806631419816,214.0,0.0007372846899327937,254.0,0.0011609065438993222,288.0,0.0008792981881511271,1.446721847529657e-10,1.0877793856312419e-10,2.131551282985712e-10,1.2536761280733342e-10
45,ENSG00000004399.14,PLXND1,1544.0555555555557,59.58868817880906,False,True,False,False,299.0,0.0010191204536870236,336.0,0.0012353614582429476,803.0,0.0047998208742310155,683.0,0.0026321097079523873,4.120228950490741e-09,1.5633226238764586e-10,2.3267101390180857e-09,5.244126580337277e-10
46,ENSG00000004455.19,AK2,3061.9615384615386,46.94540815491629,False,True,False,False,60.0,0.00018144577810451457,662.0,0.002434677887200292,761.0,0.003731786853843639,843.0,0.002825902400735695,4.964629055035156e-09,1.1076252153369948e-10,1.4755009175294736e-10,1.1884265278425633e-10
47,ENSG00000004468.14,CD38,1860.1666666666667,46.55092210424045,False,True,False,False,76.0,0.0002509999930445785,682.0,0.0041910538596624134,587.0,0.004204592428086272,761.0,0.004257654384731774,8.009465100779444e-09,1.6149870748422592e-10,2.14687090606935e-10,1.820980755589622e-10
48,ENSG00000004478.9,FKBP4,1621.157894736842,54.189506309731,False,True,False,False,75.0,0.0002268072226306432,179.0,0.0005996582144786722,445.0,0.0021360680407747526,363.0,0.001142509158946366,2.8140223040478806e-10,1.0086378184186388e-10,1.2344823375856681e-10,1.0444815581326347e-10
49,ENSG00000004487.19,KDM1A,3024.890625,49.84062270653784,False,True,False,False,260.0,0.0008225541940737994,1052.0,0.004181223397129977,917.0,0.0044958744336464655,1230.0,0.004480371360020053,1.1011367260213069e-08,7.111090345343977e-10,1.3982319774346087e-09,1.0077586751877845e-09
50,ENSG00000004534.16,RBM6,2003.1538461538462,47.721587369899645,False,True,False,False,3491.0,0.01734319229048985,3997.0,0.023501359094213317,3755.0,0.026916145905098464,4402.0,0.024764970680756414,1.4362948678784295e-05,6.2456005447297284e-06,1.475810095166831e-05,8.829829891881222e-06
51,ENSG00000004660.16,CAMKK1,3446.6666666666665,58.47130966837917,False,True,False,False,108.0,0.0003538192673038034,137.0,0.0005210145142191742,226.0,0.001203121327313843,218.0,0.000786740484135219,1.3436343291103996e-10,1.01325865640235e-10,1.1593857367215073e-10,1.0439112304136885e-10
52,ENSG00000004700.17,RECQL,2470.9375,39.715106073364,False,True,False,False,995.0,0.0035321444804345507,1325.0,0.005436245780437799,784.0,0.0038710956391115577,1361.0,0.0049229128823461135,1.7579534046509512e-09,1.4750217669390285e-08,1.019925535191642e-08,1.4397488038575063e-08
53,ENSG00000004766.18,VPS50,2379.969696969697,37.89109901277046,False,True,False,False,972.0,0.0037226625474442907,1784.0,0.009080070559127873,1146.0,0.006433532992372971,1782.0,0.008012026253877046,1.2174762161145285e-08,5.24908350820853e-08,4.10071216240666e-08,5.002845142680777e-08
54,ENSG00000004776.14,HSPB6,1018.75,65.68857355381502,False,True,False,False,1.0,3.02409630174191e-06,0.0,0.0,0.0,0.0,0.0,0.0,,1.0000000000031861e-10,1.0000000000090027e-10,1.0000000000049495e-10
55,ENSG00000004777.19,ARHGAP33,1575.3333333333333,64.5927473409405,False,True,False,False,13.0,3.931325192264483e-05,38.0,0.00013107283376583,147.0,0.0006838794913152371,108.0,0.0003297368205566727,1.0100700514236006e-10,1.0000129597213547e-10,1.0007453789119673e-10,1.000116655373052e-10
56,ENSG00000004779.11,NDUFAB1,686.2857142857143,48.25086188218937,False,True,False,False,1917.0,0.007318313050215422,288.0,0.0009797694323995792,323.0,0.0015408395946300095,374.0,0.0011598637284493487,2.387643102230424e-10,2.6243221901811124e-09,3.590742017165538e-09,3.3610637116537737e-09
57,ENSG00000004799.9,PDK4,2816.266666666667,39.574025299009946,False,True,False,False,3.0,9.072288905225729e-06,43.0,0.00016056422136314174,36.0,0.00015619469863372698,42.0,0.0001388365560238622,1.0001454409791926e-10,1.0000011813355194e-10,1.0000020698487595e-10,1.0000011362962068e-10
58,ENSG00000004809.15,SLC22A16,1422.5,46.92287831552661,False,True,False,False,6.0,1.8144577810451457e-05,17.0,5.898277519462349e-05,6.0,2.5328870048712484e-05,13.0,3.7601567256462676e-05,1.0000005859457782e-10,1.0000005566321128e-10,1.0000001349435097e-10,1.0000002582222172e-10
59,ENSG00000004838.15,ZMYND10,1336.5,60.01370664202659,False,True,False,False,0.0,0.0,16.0,5.570595435047774e-05,22.0,0.00010131548019484994,22.0,6.94182780119311e-05,1.0000227976804279e-10,1e-10,1e-10,1e-10
60,ENSG00000004846.17,ABCB5,2477.1666666666665,41.38611988152909,False,True,False,False,5.0,1.5120481508709548e-05,20.0,6.5536416882915e-05,3.0,1.2664435024356242e-05,9.0,2.603185425447416e-05,1.0000049690523204e-10,1.0000004979946148e-10,1.0000000151429437e-10,1.0000000805164964e-10
61,ENSG00000004848.8,ARX,664.8,62.65324226929052,False,True,False,False,1.0,3.02409630174191e-06,2.0,6.5536416882914995e-06,0.0,0.0,0.0,0.0,1.0000000010756916e-10,1.0000000001748022e-10,1.0000000000090027e-10,1.0000000000049495e-10
62,ENSG00000004864.15,SLC25A13,2111.294117647059,44.71530599573316,False,True,False,False,1287.0,0.005772999840025305,1774.0,0.010666051847694416,1410.0,0.009886702275680772,1859.0,0.010334646139026241,2.173863023641167e-07,1.6104547119972236e-07,2.3147440223421835e-07,1.878730785364671e-07
63,ENSG00000004866.23,ST7,1541.8055555555557,46.44110231182687,False,True,False,False,149.0,0.0005171204675978666,372.0,0.0016187494970080003,312.0,0.0016421550748248592,422.0,0.0016862856700398264,2.8604592427909e-10,1.3382866095963768e-10,1.625072201665845e-10,1.4716852911843667e-10
64,ENSG00000004897.13,CDC27,1786.0416666666667,41.27102032650559,False,True,False,False,1565.0,0.006311288981735366,1626.0,0.007005842964783613,1170.0,0.005969170374813241,1736.0,0.00656870455687898,2.399165800417385e-08,6.617223494032723e-08,6.717156113834816e-08,6.798149896029107e-08
65,ENSG00000004948.17,CALCR,2815.1666666666665,44.84904160266162,False,True,False,False,2.0,6.04819260348382e-06,4.0,1.3107283376582999e-05,2.0,8.44295668290416e-06,2.0,5.784856500994258e-06,1.0000000000791019e-10,1.0000000027968335e-10,1.0000000016659693e-10,1.0000000004523052e-10
66,ENSG00000004961.16,HCCS,1816.0,44.72729799391605,False,True,False,False,83.0,0.00026007228194980424,137.0,0.00048824630577771675,118.0,0.0005656780977545788,159.0,0.0004888203743340148,1.0280834475247695e-10,1.0068796067289931e-10,1.0168941611814363e-10,1.0086779860362264e-10
67,ENSG00000004975.13,DVL2,1780.68,59.60967012628038,False,True,False,False,334.0,0.001067505994514894,213.0,0.0007438383316210852,488.0,0.0023344775228230003,413.0,0.001321839710477188,4.152810516892467e-10,1.1434981649139517e-10,5.856548680904419e-10,1.882468365557505e-10
68,ENSG00000005001.11,PRSS22,1138.7,62.746772080064616,False,True,False,False,6.0,1.8144577810451457e-05,3.0,9.83046253243725e-06,3.0,1.2664435024356242e-05,5.0,1.4462141252485645e-05,1.0000000070225349e-10,1.0000000050123515e-10,1.0000000168131053e-10,1.0000000213619931e-10
69,ENSG00000005007.15,UPF1,3489.6666666666665,60.00847565781896,False,True,False,False,1140.0,0.003946445673773192,1075.0,0.004050150563364147,1945.0,0.010874528207580558,1773.0,0.006513748420119534,1.8695244403655362e-07,8.313012172827336e-09,1.5438829986391491e-07,3.3863998467737196e-08
70,ENSG00000005020.14,SKAP2,1830.388888888889,40.9514342674861,False,True,False,False,1263.0,0.006057264892389045,1427.0,0.008470581882116763,841.0,0.005221968708376224,1388.0,0.007219500913240834,2.445399474827708e-10,1.0051360333875068e-07,4.286296309957561e-08,8.292061893791284e-08
71,ENSG00000005022.7,SLC25A5,976.3,49.71658786692202,False,True,False,False,3346.0,0.016239397140354054,836.0,0.003139194368691628,415.0,0.0019038867319948883,856.0,0.0027738386922267462,1.0016364407463478e-10,1.66713900324783e-08,2.9761022118361444e-07,6.4197589645241e-08
72,ENSG00000005059.17,MCUB,1109.5,45.203367702121454,False,True,False,False,4138.0,0.022245252395613486,4158.0,0.029612629968545145,3372.0,0.026624863899538272,4268.0,0.028455709128390752,1.0786237980879794e-05,1.617683072284789e-05,2.0274303853534103e-05,1.809677782408827e-05
73,ENSG00000005073.6,HOXA11,2403.0,54.51492227875714,False,True,False,False,1.0,3.02409630174191e-06,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,1.0000000000031861e-10,1.0000000000090027e-10,1.0000000000049495e-10
74,ENSG00000005075.17,POLR2J,699.3333333333334,57.22591907060217,False,True,False,False,1894.0,0.0071036022127917466,83.0,0.00027852977175238874,110.0,0.00048547000926698925,119.0,0.0003470913900596555,1.0125272690300795e-10,7.073722865137203e-09,1.6971062287733092e-08,1.0402238090636275e-08
75,ENSG00000005100.13,DHX33,2956.0,52.3753533180756,False,True,False,False,88.0,0.00026914457085502994,127.0,0.0004390939931155305,112.0,0.0005192418359986059,141.0,0.0004685733765805349,1.0199885321797434e-10,1.0056766486421853e-10,1.0145886070482013e-10,1.0083015566110765e-10
76,ENSG00000005102.15,MEOX1,1551.5,56.58334210120592,False,True,False,False,21.0,6.955421494006392e-05,10.0,3.27682084414575e-05,14.0,6.33221751217812e-05,18.0,5.784856500994258e-05,1.0000032639762998e-10,1.0000006107101223e-10,1.0000088109452983e-10,1.0000052544104918e-10
77,ENSG00000005108.17,THSD7A,3358.75,45.55823493155851,False,True,False,False,3.0,9.072288905225729e-06,7.0,2.6214566753165998e-05,6.0,2.5328870048712484e-05,9.0,2.603185425447416e-05,1.0000000996951637e-10,1.0000000268993216e-10,1.000000044384906e-10,1.0000000337093846e-10
78,ENSG00000005156.13,LIG3,2638.962962962963,52.00778999357462,False,True,False,False,336.0,0.001070530090816636,494.0,0.0018645110603189316,684.0,0.003432061891600541,728.0,0.002493273151928525,3.0655630157103254e-09,2.658014918967537e-10,1.2725707328437916e-09,5.090567544511747e-10
79,ENSG00000005175.11,RPAP3,2140.923076923077,37.11510712888982,False,True,False,False,1006.0,0.003659156525107711,1203.0,0.0050692418458934746,784.0,0.003993518511013668,1280.0,0.0048361400348312,3.7037862936887308e-09,1.316795484840793e-08,1.1595568594839885e-08,1.4500852450459913e-08
80,ENSG00000005187.13,ACSM3,2260.222222222222,42.83280177383089,False,True,False,False,60.0,0.00018749397070799841,411.0,0.002985183789016778,299.0,0.002161396910823465,428.0,0.0027073128424653127,2.8567490426329236e-10,1.1738300457782196e-10,1.166162497707365e-10,1.184130177985771e-10
81,ENSG00000005189.21,REXO5,1650.2903225806451,47.74438363377707,False,True,False,False,2.0,6.04819260348382e-06,37.0,0.0001376264754541215,21.0,9.287252351194578e-05,41.0,0.00012726684302187367,1.0000029446568188e-10,1.0000003882803058e-10,1.0000003237573327e-10,1.0000004287164863e-10
82,ENSG00000005194.16,CIAPIN1,1498.392857142857,49.84487216813004,False,True,False,False,451.0,0.001442493935930891,260.0,0.0009371707614256844,235.0,0.0010722554987288285,283.0,0.0009313618966600754,1.361633514479039e-10,1.3812600473695399e-10,1.841155206915086e-10,1.4253009481232842e-10
83,ENSG00000005206.18,SPPL2B,1968.6153846153845,64.943594280145,False,True,False,False,250.0,0.0008134819051685738,408.0,0.0014221402463592554,269.0,0.0012411146323869117,406.0,0.0012408517194632683,1.475921982941937e-10,1.557706752990455e-10,1.6842221220731864e-10,1.5031428347267105e-10
84,ENSG00000005238.21,ATOSB,3011.1724137931033,57.80656551920963,False,True,False,False,296.0,0.001067505994514894,114.0,0.0003964953221416357,230.0,0.0011651280222407742,204.0,0.0006565812128628483,1.2159798799797579e-10,1.00961579271859e-10,1.8328522087386976e-10,1.1069897253628628e-10
85,ENSG00000005243.11,COPZ2,723.6315789473684,54.77463525820017,False,True,False,False,47.0,0.00014213252618186975,6.0,1.96609250648745e-05,2.0,8.44295668290416e-06,4.0,1.1569713001988516e-05,1.0000000072338986e-10,1.0000033381700163e-10,1.0000290170664775e-10,1.0000122267477129e-10
86,ENSG00000005249.15,PRKAR2B,3261.086956521739,36.52107559878478,False,True,False,False,107.0,0.0003840602303212226,193.0,0.0009273402988932473,116.0,0.0006332217512178121,201.0,0.000830126907892676,1.0075066356799876e-10,1.0580231204981562e-10,1.0412706756192465e-10,1.0571218057141237e-10
87,ENSG00000005302.19,MSL3,2293.8,44.51521965730581,False,True,False,False,1453.0,0.005358698646686664,2320.0,0.011268986883017234,2398.0,0.015505489948153492,2778.0,0.01294650884922515,1.5429702881849665e-06,1.610503488888791e-07,5.856475618452805e-07,2.79207067196458e-07
88,ENSG00000005339.15,CREBBP,1572.1,49.75777330381902,False,True,False,False,5137.0,0.03061292686253335,5914.0,0.04839864386803273,5552.0,0.05646227281692158,6363.0,0.05104846619302382,0.0002790822722822441,8.81667298431305e-05,0.00021916560423761102,0.00012531969878971154
89,ENSG00000005379.17,TSPOAP1,2678.909090909091,60.38224000019722,False,True,False,False,562.0,0.00207453006299495,751.0,0.0031555784729123573,1856.0,0.01406174435537688,1562.0,0.007147190206978406,2.3596386604134474e-07,1.7947237325791041e-09,8.282062077459847e-08,1.3875484652347682e-08
90,ENSG00000005381.9,MPO,1630.857142857143,58.741582809781605,False,True,False,False,7.0,2.1168674112193368e-05,2.0,6.5536416882914995e-06,5.0,2.1107391707260404e-05,7.0,2.02469977534799e-05,1.000000020251665e-10,1.0000000003091001e-10,1.0000000993109125e-10,1.0000000678740471e-10
91,ENSG00000005421.10,PON1,1479.6666666666667,42.52001649893563,False,True,False,False,2.0,6.04819260348382e-06,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,1.0000000000509765e-10,1.0000000001440423e-10,1.0000000000791933e-10
92,ENSG00000005436.15,GCFC2,2408.4210526315787,39.82029769606881,False,True,False,False,375.0,0.0012580240615246345,789.0,0.0033751254694701226,447.0,0.0022162761292623422,749.0,0.0028837509657456376,1.593026282157411e-10,9.445052233226731e-10,6.591434424417084e-10,8.523489026809454e-10
93,ENSG00000005448.18,WDR54,1111.5172413793102,58.45104742408572,False,True,False,False,628.0,0.00207453006299495,66.0,0.00023265427993434824,68.0,0.0003039464405845498,86.0,0.0002574261142942445,1.0023213973506538e-10,1.2251896195885543e-10,1.5772933636102782e-10,1.3440037714596752e-10
94,ENSG00000005469.13,CROT,2135.0,38.25056772578795,False,True,False,False,336.0,0.0011673011724723772,398.0,0.0015040607674628992,217.0,0.0010258192369728557,398.0,0.001344979136481165,1.0509024650877509e-10,2.1308331234400369e-10,1.626477387735511e-10,2.0448242799811086e-10
