,gene_id,gene_name,gene_length,gc_content,is_lnc,is_pc,is_mito,is_ribo,10x_n_cells,10x_percent_counts,polyT_n_cells,polyT_percent_counts,randO_n_cells,randO_percent_counts,parse_n_cells,parse_percent_counts,polyT_randO_distance,10x_polyT_distance,10x_randO_distance,10x_parse_distance
10,ENSG00000001497.19,LAS1L,3241.4545454545455,53.30630722292729,False,True,False,False,140.0,0.0056500774781901,12.0,0.0015776893687401885,54.0,0.0031979626070954064,43.0,0.0029743511783387917,6.960529037023529e-10,9.548463406409007e-10,4.852196769053183e-09,2.0001256494051224e-09
11,ENSG00000001561.8,ENPP4,4669.0,34.75898209212444,False,True,False,False,67.0,0.0027649315318802616,20.0,0.002629482281233648,24.0,0.0013954745921870865,27.0,0.001784610707003275,3.0494811530453253e-10,4.726220474632622e-10,2.8818163329640077e-10,3.539064063965739e-10
12,ENSG00000001626.19,CFTR,3414.840909090909,41.57934897750739,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1e-10,1e-10,1e-10
13,ENSG00000001629.11,ANKIB1,3587.4,43.43894004855689,False,True,False,False,268.0,0.010819297298661894,141.0,0.01919522065300563,365.0,0.02250202779901677,294.0,0.020622168169815623,1.2406479863322225e-06,6.228092902927961e-07,1.7109292943213003e-06,1.288950282542812e-06
14,ENSG00000001630.19,CYP51A1,2193.6666666666665,40.81075600227128,False,True,False,False,4.0,0.0001602858859061021,0.0,0.0,6.0,0.00034886864804677164,0.0,0.0,1e-10,1.0000363314305048e-10,1.0009112716890981e-10,1.0000217232136537e-10
15,ENSG00000001631.18,KRIT1,3453.543209876543,39.07394037890476,False,True,False,False,7.0,0.0002805003003356787,0.0,0.0,1.0,5.814477467446194e-05,0.0,0.0,1e-10,1.000340749082655e-10,1.000000033742516e-10,1.0002037399855155e-10
16,ENSG00000002016.19,RAD52,1839.741935483871,51.168853301069404,False,True,False,False,88.0,0.0036064324328872973,9.0,0.0011832670265551415,35.0,0.002151356662955092,22.0,0.0014541272427434093,2.302248044376649e-10,1.7493916910400297e-10,1.0272507261485465e-09,1.652799557129202e-10
17,ENSG00000002330.15,BAD,906.8888888888889,65.68813909227742,False,True,False,False,55.0,0.002203930931208904,5.0,0.000657370570308412,6.0,0.00034886864804677164,9.0,0.0005948702356677584,1.0080057838231652e-10,1.1580064254082951e-10,1.0169981935615647e-10,1.007976489287274e-10
18,ENSG00000002549.14,LAP3,1189.3333333333333,46.6045417001931,False,True,False,False,934.0,0.039470399404377646,937.0,0.16592033194584319,940.0,0.06308708052179121,1273.0,0.1090595432057557,0.008088244068695913,0.0008935121055629356,0.00016750554870396955,0.0005371097584404893
19,ENSG00000002587.11,HS3ST1,2088.8571428571427,57.118546800667524,False,True,False,False,2.0,8.014294295305106e-05,7.0,0.0010517929124934592,16.0,0.000930316394791391,15.0,0.0011236437784835436,1.0066707174594124e-10,1.0017363011365998e-10,1.0019027298860419e-10,1.0028330258728372e-10
20,ENSG00000002726.22,AOC1,2227.5,60.21391785683957,False,True,False,False,0.0,0.0,0.0,0.0,1.0,5.814477467446194e-05,0.0,0.0,1e-10,1e-10,1e-10,
21,ENSG00000002745.13,WNT16,2190.0,46.97444831591173,False,True,False,False,1.0,8.014294295305106e-05,0.0,0.0,0.0,0.0,0.0,0.0,,1.0000022707144016e-10,1.000000605016969e-10,1.0000013577008505e-10
22,ENSG00000002746.16,HECW1,2548.4166666666665,51.7108796800506,False,True,False,False,1.0,4.007147147652553e-05,0.0,0.0,0.0,0.0,0.0,0.0,,1.00000014191965e-10,1.0000000378135606e-10,1.0000000848563031e-10
23,ENSG00000002822.17,MAD1L1,1855.5510204081634,62.173376496777955,False,True,False,False,1.0,4.007147147652553e-05,0.0,0.0,1.0,5.814477467446194e-05,1.0,6.609669285197315e-05,1e-10,1.00000014191965e-10,1.0000014232112384e-10,1.0000017120294718e-10
24,ENSG00000002834.20,LASP1,2717.923076923077,57.86219635513107,False,True,False,False,77.0,0.003085503303692466,36.0,0.0048645422202822485,284.0,0.01767601150103643,203.0,0.014012498884618309,2.851909757558574e-07,3.0750631999951247e-09,9.822121301939117e-08,5.957331249898248e-08
25,ENSG00000002919.16,SNX11,1718.8260869565217,52.168678437759084,False,True,False,False,62.0,0.002484431231544583,2.0,0.0002629482281233648,8.0,0.0004651581973956955,4.0,0.0002643867714078926,1.002878999165125e-10,2.239899993245551e-10,1.0035191250400487e-10,1.5227642321271417e-10
26,ENSG00000002933.10,TMEM176A,1256.3061224489795,59.19572013087093,False,True,False,False,597.0,0.025004598201351935,9.0,0.0011832670265551415,31.0,0.001860632789582782,21.0,0.0013880305498914362,1.7535243116099223e-10,1.7302847815870804e-06,2.3063613549181196e-07,8.55092386797468e-07
27,ENSG00000003056.9,M6PR,1695.608695652174,47.07522321401818,False,True,False,False,98.0,0.003927004204699502,205.0,0.031422313260742095,555.0,0.035003154354026095,428.0,0.03205689603320698,6.388860194573464e-06,3.5514958964442393e-07,6.398758285598709e-07,5.364857194777234e-07
28,ENSG00000003096.16,KLHL13,3180.2727272727275,41.80016463943004,False,True,False,False,1.0,4.007147147652553e-05,3.0,0.00039442234218504713,11.0,0.0006977372960935433,9.0,0.0005948702356677584,1.0145749333203167e-10,1.0000595790549759e-10,1.0002707616966514e-10,1.0001989910114932e-10
29,ENSG00000003147.20,ICA1,1782.4,47.63794289810686,False,True,False,False,17.0,0.0006812150151009341,7.0,0.0009203187984317769,13.0,0.0007558820707680052,13.0,0.000859257007075651,1.0004019749117339e-10,1.0450490250239058e-10,1.0627133951416423e-10,1.0725537202329329e-10
30,ENSG00000003393.17,ALS2,5146.518987341772,44.16935536638546,False,True,False,False,51.0,0.002043645045302802,23.0,0.003023904623418695,62.0,0.0036049760298166407,51.0,0.003370931335450631,9.459179954411723e-10,5.776298436885525e-10,1.6064546301570284e-09,1.2582228910872814e-09
31,ENSG00000003400.17,CASP10,2278.6315789473683,45.91443681746301,False,True,False,False,57.0,0.0023241453456384806,30.0,0.003944223421850471,21.0,0.0012210402681637007,36.0,0.0023794809426710335,3.642789655657254e-09,1.275172944123996e-09,2.0727783062823875e-10,6.571179667645068e-10
32,ENSG00000003402.22,CFLAR,1902.25,47.59643031164235,False,True,False,False,335.0,0.013864729130877834,258.0,0.035103588454469196,582.0,0.03634048417153871,507.0,0.0374107281542168,5.68543077712784e-06,4.169635195054833e-06,7.659572931560447e-06,7.751733489089733e-06
33,ENSG00000003436.17,TFPI,2768.04,36.567750104494664,False,True,False,False,2.0,8.014294295305106e-05,2.0,0.0002629482281233648,20.0,0.0012791850428381629,10.0,0.0007270636213717046,1.0499911862816566e-10,1.0000862496690297e-10,1.0036324231563196e-10,1.0011579877220138e-10
34,ENSG00000003509.17,NDUFAF7,1548.75,43.80240136911982,False,True,False,False,78.0,0.003125574775168992,31.0,0.004075697535912154,29.0,0.0016861984655593962,44.0,0.0029082544854868186,2.5821828800631047e-09,1.891805511209695e-09,4.823261697976494e-10,1.482394336559576e-09
35,ENSG00000003756.18,RBM5,1886.1304347826087,47.99477549976971,False,True,False,False,121.0,0.004848648048659589,30.0,0.003944223421850471,149.0,0.008896150525192676,111.0,0.007667216370828886,3.2792042775407305e-08,1.931782655442515e-09,5.2260548382903555e-08,3.318443417205858e-08
36,ENSG00000003987.15,MTMR7,1972.25,45.10795617462765,False,True,False,False,25.0,0.0010017867869131381,1.0,0.0001314741140616824,1.0,5.814477467446194e-05,0.0,0.0,1.0000229708657956e-10,1.0282203609393241e-10,1.0075428626790507e-10,1.0331469971208153e-10
37,ENSG00000003989.19,SLC7A2,5826.444444444444,43.62036093613662,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1e-10,1e-10,1e-10
38,ENSG00000004059.12,ARF5,865.3,59.71027216474251,False,True,False,False,4.0,0.0001602858859061021,3.0,0.00039442234218504713,7.0,0.0004070134227212336,5.0,0.00033048346425986575,1.0008816350781774e-10,1.0006945502365391e-10,1.001277136171602e-10,1.0007471537370022e-10
39,ENSG00000004139.15,SARM1,2751.4,58.87817209290944,False,True,False,False,9.0,0.0003606432432887298,6.0,0.0007888446843700943,40.0,0.002325790986978478,32.0,0.002115094171263141,2.1353469167617118e-10,1.013271948957802e-10,1.2339926179425695e-10,1.1910840426774784e-10
40,ENSG00000004142.13,POLDIP2,2312.6666666666665,54.81210858252607,False,True,False,False,170.0,0.006932364565438917,27.0,0.0035498010796654244,60.0,0.003546831255142178,56.0,0.0037014147997104963,5.315409611855834e-10,2.7681794515069026e-10,7.88238926432532e-09,4.6968577345750204e-09
41,ENSG00000004399.14,PLXND1,1544.0555555555557,59.58868817880906,False,True,False,False,77.0,0.003085503303692466,45.0,0.00604780924683739,121.0,0.007209952059633281,106.0,0.0072045395208650735,1.3634701742164988e-08,5.464783706181555e-09,1.4727353297454718e-08,1.3787957820216283e-08
42,ENSG00000004455.19,AK2,3061.9615384615386,46.94540815491629,False,True,False,False,13.0,0.0005209291291948319,39.0,0.005390438676528978,202.0,0.012908139977730552,124.0,0.008989150227868349,1.368598883018043e-07,2.8896048713434223e-10,1.6771162558380492e-09,8.723518891925459e-10
43,ENSG00000004468.14,CD38,1860.1666666666667,46.55092210424045,False,True,False,False,21.0,0.000841500901007036,92.0,0.012358566721798143,138.0,0.008489137102471444,135.0,0.009517923770684134,1.6188630301940433e-08,2.7632663948396013e-09,1.8373386950202083e-09,2.3176280373220325e-09
44,ENSG00000004478.9,FKBP4,1621.157894736842,54.189506309731,False,True,False,False,36.0,0.001442572973154919,6.0,0.0007888446843700943,53.0,0.0031979626070954064,36.0,0.0024455776355230066,3.5976822471505194e-10,1.0089570638001202e-10,7.22561186297053e-10,4.074188424068336e-10
45,ENSG00000004487.19,KDM1A,3024.890625,49.84062270653784,False,True,False,False,35.0,0.0014025015016783935,88.0,0.012227092607736462,85.0,0.004942305847329265,114.0,0.007733313063680858,2.114084522674382e-07,7.02573530281515e-09,1.6127652151846624e-09,3.936710749216888e-09
46,ENSG00000004534.16,RBM6,2003.1538461538462,47.721587369899645,False,True,False,False,488.0,0.020196021624168867,171.0,0.023270918188917786,406.0,0.025525556082088792,346.0,0.025579420133713608,1.7237984613286267e-06,2.103664675237758e-06,6.635380196735356e-06,5.666292927826076e-06
47,ENSG00000004660.16,CAMKK1,3446.6666666666665,58.47130966837917,False,True,False,False,18.0,0.0007212864865774595,2.0,0.0002629482281233648,6.0,0.00034886864804677164,7.0,0.00046267684996381203,1.0008632125929653e-10,1.0006206265496231e-10,1.0075411094314688e-10,1.011488950133723e-10
48,ENSG00000004700.17,RECQL,2470.9375,39.715106073364,False,True,False,False,189.0,0.007573508109063325,143.0,0.019589642995190677,103.0,0.006105201340818504,159.0,0.01130253447768741,2.137366298527606e-06,3.911685658680545e-07,4.248507671646882e-08,1.7064235991893154e-07
49,ENSG00000004766.18,VPS50,2379.969696969697,37.89109901277046,False,True,False,False,137.0,0.005610006006713574,99.0,0.013278885520229922,233.0,0.013896601147196406,195.0,0.013285435263246605,1.2753436796989388e-07,9.479740326800887e-08,1.8168252284048037e-07,1.5460744443287854e-07
50,ENSG00000004777.19,ARHGAP33,1575.3333333333333,64.5927473409405,False,True,False,False,2.0,8.014294295305106e-05,5.0,0.000657370570308412,11.0,0.0006395925214190814,8.0,0.0005287735428157852,1.0038749216299968e-10,1.0006491289146235e-10,1.000884817345967e-10,1.000596861041759e-10
51,ENSG00000004779.11,NDUFAB1,686.2857142857143,48.25086188218937,False,True,False,False,813.0,0.03498239459900679,6.0,0.0007888446843700943,12.0,0.0006977372960935433,16.0,0.0010575470856315705,1.0021106566581317e-10,7.452725334949195e-06,1.7870197093703912e-06,3.987206660468204e-06
52,ENSG00000004799.9,PDK4,2816.266666666667,39.574025299009946,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,,1e-10,
53,ENSG00000004809.15,SLC22A16,1422.5,46.92287831552661,False,True,False,False,7.0,0.0002805003003356787,3.0,0.00039442234218504713,15.0,0.0008721716201169292,10.0,0.0006609669285197315,1.0307466747019721e-10,1.0014599196374331e-10,1.018537621968603e-10,1.0095469516334741e-10
54,ENSG00000004846.17,ABCB5,2477.1666666666665,41.38611988152909,False,True,False,False,2.0,8.014294295305106e-05,0.0,0.0,1.0,5.814477467446194e-05,1.0,6.609669285197315e-05,1e-10,1.0000022707144016e-10,1.0000039882253345e-10,1.0000041383308308e-10
55,ENSG00000004864.15,SLC25A13,2111.294117647059,44.71530599573316,False,True,False,False,240.0,0.009737367568795705,156.0,0.021035858249869185,315.0,0.01942035474127029,290.0,0.02035778139840773,2.1414157046222423e-07,6.835766783806011e-07,1.0227376491840944e-06,1.0513592665318872e-06
56,ENSG00000004866.23,ST7,1541.8055555555557,46.44110231182687,False,True,False,False,21.0,0.000841500901007036,44.0,0.005784861018714026,63.0,0.003721265579165564,66.0,0.004626768499638121,1.650916852682421e-09,6.416186137012651e-10,4.164718440746781e-10,5.942456698966732e-10
57,ENSG00000004897.13,CDC27,1786.0416666666667,41.27102032650559,False,True,False,False,227.0,0.009256509911077399,65.0,0.00880876564213272,161.0,0.009652032595960683,130.0,0.00879086014931243,3.5220886694901745e-08,4.702575795033993e-08,1.835117958670112e-07,1.1302998773337633e-07
58,ENSG00000004948.17,CALCR,2815.1666666666665,44.84904160266162,False,True,False,False,1.0,4.007147147652553e-05,0.0,0.0,1.0,5.814477467446194e-05,0.0,0.0,1e-10,1.00000014191965e-10,1.0000014232112384e-10,1.0000000848563031e-10
59,ENSG00000004961.16,HCCS,1816.0,44.72729799391605,False,True,False,False,22.0,0.0008815723724835616,2.0,0.0002629482281233648,5.0,0.00029072387337230975,5.0,0.00033048346425986575,1.0002973061074847e-10,1.0040449626417915e-10,1.0034224031904562e-10,1.0012237687599934e-10
60,ENSG00000004975.13,DVL2,1780.68,59.60967012628038,False,True,False,False,48.0,0.001963502102349751,6.0,0.0007888446843700943,14.0,0.0008140268454424671,17.0,0.0011236437784835436,1.0141061614958009e-10,1.0123552451555247e-10,1.2351215466292062e-10,1.4009107564237e-10
61,ENSG00000005001.11,PRSS22,1138.7,62.746772080064616,False,True,False,False,0.0,0.0,0.0,0.0,1.0,5.814477467446194e-05,1.0,6.609669285197315e-05,1e-10,,1e-10,1e-10
62,ENSG00000005007.15,UPF1,3489.6666666666665,60.00847565781896,False,True,False,False,64.0,0.0026046456459741596,15.0,0.0019721117109252357,92.0,0.0056981879180972705,77.0,0.005221638735305879,4.295765505992628e-09,2.08030331706164e-10,6.526303278830265e-09,4.977561277006511e-09
63,ENSG00000005020.14,SKAP2,1830.388888888889,40.9514342674861,False,True,False,False,500.0,0.020556664867457598,190.0,0.025900400470151432,389.0,0.02424637103925063,324.0,0.02326603588389455,5.934009192451766e-07,3.012912902023177e-06,6.033684477562317e-06,4.503809015735853e-06
64,ENSG00000005022.7,SLC25A5,976.3,49.71658786692202,False,True,False,False,2470.0,0.12362048950508127,35.0,0.004601593992158884,27.0,0.0016861984655593962,41.0,0.002709964406930899,5.206038885060103e-09,0.0010868908661926446,0.00029861352640147285,0.0006616395308109363
65,ENSG00000005059.17,MCUB,1109.5,45.203367702121454,False,True,False,False,550.0,0.022760595798666503,111.0,0.014988049003031793,342.0,0.021397277080201994,263.0,0.0187053640771084,1.2871003991027157e-06,2.8306562708396015e-07,5.165655859273171e-06,2.6626647843619623e-06
66,ENSG00000005075.17,POLR2J,699.3333333333334,57.22591907060217,False,True,False,False,219.0,0.009096224025171296,1.0,0.0001314741140616824,33.0,0.001976922338931706,15.0,0.0009914503927795973,1.0382135142433305e-10,3.5442685959250814e-08,1.4734752683858546e-10,9.24578436565534e-09
67,ENSG00000005100.13,DHX33,2956.0,52.3753533180756,False,True,False,False,18.0,0.0007212864865774595,5.0,0.000657370570308412,10.0,0.0006395925214190814,11.0,0.0007270636213717046,1.0038749216299968e-10,1.0145941072467431e-10,1.0448208187942643e-10,1.0494476480179488e-10
68,ENSG00000005102.15,MEOX1,1551.5,56.58334210120592,False,True,False,False,3.0,0.00012021441442957658,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,1.0000114954916686e-10,1.0000030628984087e-10,1.0000068733605615e-10
69,ENSG00000005108.17,THSD7A,3358.75,45.55823493155851,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1e-10,1e-10,1e-10
70,ENSG00000005156.13,LIG3,2638.962962962963,52.00778999357462,False,True,False,False,45.0,0.0018032162164436487,10.0,0.001314741140616824,42.0,0.0024420805363274014,36.0,0.0024455776355230066,3.1397452919609756e-10,1.203814253319749e-10,5.966162270617261e-10,5.300205385929596e-10
71,ENSG00000005175.11,RPAP3,2140.923076923077,37.11510712888982,False,True,False,False,138.0,0.005610006006713574,26.0,0.003418326965603742,54.0,0.0031979626070954064,55.0,0.0037675114925624694,2.78507066782314e-10,6.94750622144249e-10,4.822370857281192e-09,5.079403457007208e-09
72,ENSG00000005187.13,ACSM3,2260.222222222222,42.83280177383089,False,True,False,False,7.0,0.0002805003003356787,3.0,0.0005258964562467296,6.0,0.00034886864804677164,12.0,0.000859257007075651,1.0007914678096611e-10,1.0032602184918407e-10,1.0023759907805372e-10,1.0172405250484165e-10
73,ENSG00000005189.21,REXO5,1650.2903225806451,47.74438363377707,False,True,False,False,2.0,8.014294295305106e-05,2.0,0.0002629482281233648,12.0,0.0006977372960935433,7.0,0.00046267684996381203,1.0104464667142389e-10,1.0000862496690297e-10,1.0010575999617282e-10,1.0004507658365122e-10
74,ENSG00000005194.16,CIAPIN1,1498.392857142857,49.84487216813004,False,True,False,False,126.0,0.005049005406042217,6.0,0.0007888446843700943,52.0,0.003023528283072021,29.0,0.0019168040927072215,3.257480605625581e-10,1.6529823818240353e-09,3.7039886466738436e-09,2.490303617778293e-10
75,ENSG00000005206.18,SPPL2B,1968.6153846153845,64.943594280145,False,True,False,False,31.0,0.0012422156157722915,0.0,0.0,1.0,5.814477467446194e-05,2.0,0.0001321933857039463,1e-10,1.1310657997426543e-10,1.0206964472189438e-10,1.0326727475658e-10
76,ENSG00000005238.21,ATOSB,3011.1724137931033,57.80656551920963,False,True,False,False,40.0,0.0016028588590610215,2.0,0.0002629482281233648,9.0,0.0005233029720701575,9.0,0.0005948702356677584,1.0043288792518042e-10,1.1496734019172112e-10,1.0354747942244655e-10,1.0120619852143436e-10
77,ENSG00000005243.11,COPZ2,723.6315789473684,54.77463525820017,False,True,False,False,16.0,0.0006411435436244085,0.0,0.0,0.0,0.0,0.0,0.0,,1.0093008466107029e-10,1.0024781496176346e-10,1.0055611429353863e-10
78,ENSG00000005249.15,PRKAR2B,3261.086956521739,36.52107559878478,False,True,False,False,56.0,0.0022840738741619552,13.0,0.001709163482801871,31.0,0.0018024880149083203,24.0,0.0015863206284473556,1.372287689439041e-10,1.6015717269536544e-10,4.3117381217541257e-10,2.542604853220738e-10
79,ENSG00000005302.19,MSL3,2293.8,44.51521965730581,False,True,False,False,173.0,0.006972436036915442,12.0,0.001709163482801871,58.0,0.0034305417057932546,44.0,0.0029082544854868186,8.948193788364237e-10,2.9107740126711827e-09,7.0824605584047114e-09,1.2752814584697364e-09
80,ENSG00000005339.15,CREBBP,1572.1,49.75777330381902,False,True,False,False,267.0,0.010859368770138418,122.0,0.016697212485833664,381.0,0.022967185996412467,314.0,0.022142392105411007,1.6709332354093754e-06,4.253017237369434e-07,1.802095167280093e-06,1.5337435435715491e-06
81,ENSG00000005379.17,TSPOAP1,2678.909090909091,60.38224000019722,False,True,False,False,14.0,0.0005610006006713574,18.0,0.002366534053110283,34.0,0.002035067113606168,33.0,0.0023133842498190603,1.0925593981778493e-10,1.3674564542752616e-10,1.4118207828967138e-10,1.5282103140604893e-10
82,ENSG00000005381.9,MPO,1630.857142857143,58.741582809781605,False,True,False,False,10.0,0.0004007147147652554,0.0,0.0,4.0,0.00023257909869784776,4.0,0.0002643867714078926,1e-10,1.0014191965255336e-10,1.0012997425044222e-10,1.0012152025050252e-10
83,ENSG00000005436.15,GCFC2,2408.4210526315787,39.82029769606881,False,True,False,False,38.0,0.00152271591610797,39.0,0.005390438676528978,83.0,0.0051167401713526515,70.0,0.00482505857819404,1.4236469936888177e-09,1.4397507452826086e-09,1.999920819616016e-09,1.7136759586639439e-09
84,ENSG00000005448.18,WDR54,1111.5172413793102,58.45104742408572,False,True,False,False,50.0,0.002043645045302802,1.0,0.0001314741140616824,3.0,0.00017443432402338582,4.0,0.0002643867714078926,1.0000539507869562e-10,1.709354370941182e-10,1.0861448626198329e-10,1.186041991824874e-10
85,ENSG00000005469.13,CROT,2135.0,38.25056772578795,False,True,False,False,40.0,0.0016028588590610215,9.0,0.0011832670265551415,8.0,0.0004651581973956955,10.0,0.0006609669285197315,1.1961044863802445e-10,1.1359402563211957e-10,1.0176490898610858e-10,1.0302123281164428e-10
86,ENSG00000005471.20,ABCB4,3263.5555555555557,45.04400593385113,False,True,False,False,4.0,0.0001602858859061021,5.0,0.000657370570308412,18.0,0.001046605944140315,13.0,0.000859257007075651,1.0754394057091443e-10,1.002298458279482e-10,1.0093672312654215e-10,1.006166332820043e-10
87,ENSG00000005483.23,KMT2E,2587.0,44.10549343041346,False,True,False,False,684.0,0.028450744748333128,206.0,0.028661356865446762,664.0,0.042445685512357216,516.0,0.03681585791854905,2.021652802969235e-05,5.18833091434887e-06,3.85782539377918e-05,2.3603072954399057e-05
88,ENSG00000005486.18,RHBDD2,1147.8333333333333,58.871622436992794,False,True,False,False,60.0,0.002404288288591532,2.0,0.0002629482281233648,18.0,0.001046605944140315,14.0,0.0009253536999276241,1.0306374040498952e-10,2.0658118666169649e-10,1.6374286592310057e-10,1.0870859938800925e-10
89,ENSG00000005513.11,SOX8,3687.6666666666665,64.50658022703729,False,True,False,False,1.0,4.007147147652553e-05,0.0,0.0,0.0,0.0,0.0,0.0,,1.00000014191965e-10,1.0000000378135606e-10,1.0000000848563031e-10
90,ENSG00000005700.16,IBTK,5046.52,37.76558339256317,False,True,False,False,208.0,0.008455080481546888,105.0,0.013804781976476652,315.0,0.01953664429061921,224.0,0.014937852584545934,8.905249516750616e-07,1.8511320517851042e-07,8.048340632820425e-07,4.01001090998778e-07
91,ENSG00000005801.19,ZNF195,1569.25,45.50066870611438,False,True,False,False,54.0,0.0021638594597323786,8.0,0.0010517929124934592,53.0,0.003081673057746483,29.0,0.0019168040927072215,4.527205627226319e-10,1.0045192704559022e-10,1.258599681534807e-09,3.7415728815427835e-10
92,ENSG00000005810.21,MYCBP2,7632.833333333333,41.623268282527846,False,True,False,False,498.0,0.020155950152692344,358.0,0.050749008027809406,748.0,0.04762057045838433,704.0,0.05248077412446669,9.015745225628014e-06,1.8372382440743566e-05,2.728804360007959e-05,3.194758088981103e-05
93,ENSG00000005812.12,FBXL3,2718.5384615384614,40.911789334014244,False,True,False,False,2.0,8.014294295305106e-05,91.0,0.01209561849367478,86.0,0.005058595396678189,130.0,0.008724763456460456,1.880919536227507e-07,1.2450400717631833e-10,1.05790614260548e-10,1.1773823748232026e-10
94,ENSG00000005844.20,ITGAL,2426.846153846154,56.49449738922193,False,True,False,False,221.0,0.008976009610741718,159.0,0.02300796996079442,399.0,0.02569999040611218,326.0,0.024455776355230066,1.8713612624336276e-06,7.548921467468211e-07,1.628563918651233e-06,1.3918204047266072e-06
95,ENSG00000005882.13,PDK2,1547.851851851852,58.676297848216414,False,True,False,False,14.0,0.0005610006006713574,2.0,0.0002629482281233648,16.0,0.000988461169465853,9.0,0.0005948702356677584,1.0265356031596205e-10,1.0000029589255211e-10,1.085320912285825e-10,1.0208724634536223e-10
96,ENSG00000005884.19,ITGA3,2166.684210526316,58.645718637823514,False,True,False,False,3.0,0.00012021441442957658,1.0,0.0001314741140616824,5.0,0.00029072387337230975,3.0,0.00019829007855591945,1.0003795885746144e-10,1.0000221367335173e-10,1.0003633409792707e-10,1.0001386743874143e-10
97,ENSG00000005889.17,ZFX,4210.970588235294,43.581793754830805,False,True,False,False,107.0,0.004327718919464757,116.0,0.015776893687401886,292.0,0.017908590599734278,241.0,0.016854656677253155,4.611376437058743e-07,9.360367648825456e-08,1.9267830541871424e-07,1.654180757871701e-07
98,ENSG00000005893.18,LAMP2,2189.7368421052633,41.2783628036632,False,True,False,False,435.0,0.01791194775000691,60.0,0.00828286918588599,114.0,0.006802938636912048,115.0,0.007931603142236779,3.637364045317085e-10,1.5179500679808103e-10,1.1372373121991942e-07,7.631092342024351e-08
99,ENSG00000005961.20,ITGA2B,1776.7692307692307,60.037397970076185,False,True,False,False,8.0,0.0003606432432887298,1.0,0.0001314741140616824,6.0,0.00034886864804677164,5.0,0.00033048346425986575,1.0006529041683802e-10,1.0000387891576561e-10,1.0035011840839164e-10,1.0023419025131009e-10
