,gene_id,gene_name,length_median_tx,gc_median_tx,length_genomic,gc_genomic,length_exon_union,gc_exon_union
73,ENSG00000005020.14,SKAP2,1504.5,39.78809278157626,328237,36.934897650173504,6012,39.18829008649368
74,ENSG00000005022.7,SLC25A5,1137.0,49.27357456140351,3002,52.59826782145236,1582,48.73577749683945
75,ENSG00000005059.17,MCUB,1100.0,43.64674573571938,128511,41.014387873411614,3555,39.74683544303797
76,ENSG00000005073.6,HOXA11,2403.0,54.51492227875714,4076,54.36702649656526,2669,53.765455226676664
77,ENSG00000005075.17,POLR2J,625.0,56.48,5802,54.98104102033782,983,55.5442522889115
78,ENSG00000005100.13,DHX33,2416.0,52.223088923556936,28066,45.78493550915699,5789,48.76489894627743
79,ENSG00000005102.15,MEOX1,1190.0,57.083478123296075,21534,51.60211758149903,2674,52.617801047120416
80,ENSG00000005108.17,THSD7A,1125.5,46.11127249794542,461834,35.51081124386685,10915,42.58360054970225
81,ENSG00000005156.13,LIG3,3055.0,51.76646706586826,29282,47.257700976709245,13326,49.88743809095002
82,ENSG00000005175.11,RPAP3,2242.0,36.668217775709635,44790,36.55280196472427,6077,38.670396577258515
83,ENSG00000005187.13,ACSM3,2532.5,42.588697427601986,187601,41.063746994952055,9738,43.992606284658045
84,ENSG00000005189.21,REXO5,2156.0,48.018830914083956,43512,40.0831954403383,4455,47.901234567901234
85,ENSG00000005194.16,CIAPIN1,1664.0,50.03850886545359,19244,44.268343379754725,4389,45.77352472089314
86,ENSG00000005206.18,SPPL2B,2320.5,65.31053632938676,26483,61.039157195181815,7421,63.886268696941116
87,ENSG00000005238.21,ATOSB,3024.0,57.99071618037135,12246,54.69541074636616,6703,56.810383410413245
88,ENSG00000005243.11,COPZ2,765.0,55.784650630011456,11889,52.72941374379678,1940,55.4639175257732
89,ENSG00000005249.15,PRKAR2B,3423.0,35.13670738801628,117185,38.64231770277765,12743,38.7428392058385
90,ENSG00000005302.19,MSL3,2182.5,44.30344302408784,17614,42.85227659816056,9780,44.34560327198364
91,ENSG00000005339.15,CREBBP,535.5,49.06256055810348,155660,45.008351535397665,15479,53.188190451579565
92,ENSG00000005379.17,TSPOAP1,1504.0,60.723860589812325,27568,57.84242600116076,11389,60.60233558696988
93,ENSG00000005381.9,MPO,2149.0,57.07006369426752,11081,55.12137893691905,4427,57.5107296137339
94,ENSG00000005421.10,PON1,1311.0,42.722117202268436,27538,40.569395017793596,3338,42.720191731575795
95,ENSG00000005436.15,GCFC2,2622.0,39.307708643024,59185,36.45687251837459,5860,38.0716723549488
96,ENSG00000005448.18,WDR54,1094.0,58.386581469648554,4294,55.23986958546809,3068,57.04041720990873
97,ENSG00000005469.13,CROT,2959.0,40.04569190600522,54137,37.43096218852172,5153,37.2404424607025
98,ENSG00000005471.20,ABCB4,3768.0,45.31885599668405,78740,38.599187198374395,8122,44.22556020684561
99,ENSG00000005483.23,KMT2E,1759.0,43.3252427184466,174077,39.73586401420061,13704,41.76882661996497
100,ENSG00000005486.18,RHBDD2,1290.5,60.011403138625994,46326,47.78957820662263,2392,57.39966555183946
101,ENSG00000005513.11,SOX8,3571.5,64.2554489118803,5536,65.7514450867052,5536,65.7514450867052
102,ENSG00000005700.16,IBTK,5602.0,37.75529681236877,77792,36.08597285067873,8934,37.21737183792254
103,ENSG00000005801.19,ZNF195,742.0,44.07286678203013,39962,41.43186026725389,11741,38.642364364193845
104,ENSG00000005810.21,MYCBP2,4291.0,42.81922755606966,284621,35.75315946469164,34145,39.300043930297264
105,ENSG00000005812.12,FBXL3,3259.0,36.58074298711145,34598,38.36348921903,10368,38.782793209876544
106,ENSG00000005844.20,ITGAL,892.5,55.533279958924915,50910,50.445884894912595,9864,53.233982157339824
107,ENSG00000005882.13,PDK2,1945.0,59.40357852882704,17416,56.66628387689481,5576,58.03443328550932
108,ENSG00000005884.19,ITGA3,860.0,59.94542974079127,34518,52.64209977403094,9806,57.434223944523765
109,ENSG00000005889.17,ZFX,3686.0,42.74381274870048,67280,40.78923900118906,10254,43.65125804564072
110,ENSG00000005893.18,LAMP2,1740.0,41.565918249856075,43218,38.61354065435698,10991,36.47529797106724
111,ENSG00000005961.20,ITGA2B,1170.0,60.74004390090938,17473,54.81027871573284,5698,60.3896103896104
112,ENSG00000005981.14,ASB4,3532.0,41.39450492483152,61790,38.273183363003724,4686,41.80537772087068
113,ENSG00000006007.13,GDE1,1928.0,45.680083454000766,20431,40.13508883559297,4390,45.03416856492027
114,ENSG00000006015.19,REX1BD,753.0,66.93811074918567,3654,60.23535851122058,3372,59.63819691577699
115,ENSG00000006016.13,CRLF1,1743.5,66.66311439436731,35522,55.31783120319802,3616,60.95132743362832
116,ENSG00000006025.14,OSBPL7,3558.0,61.02620087336245,14437,57.83750086583085,6833,59.754134348016976
117,ENSG00000006042.13,TMEM98,1509.5,52.086911679315236,17197,48.473570971681106,5983,49.44008022731071
118,ENSG00000006047.14,YBX2,1445.0,63.72430471584038,6377,58.02101301552454,4631,58.75620816238394
119,ENSG00000006059.4,KRT33A,1303.0,60.47582501918649,4737,48.38505383153895,1303,60.47582501918649
120,ENSG00000006062.19,MAP3K14,4442.0,59.454314720812185,53994,50.02037263399637,6399,59.75933739646819
121,ENSG00000006071.16,ABCC8,4760.5,57.99367743129578,84397,50.032584096591115,27254,51.574080868863284
122,ENSG00000006116.5,CACNG3,1871.0,52.18806497023746,106127,44.399634400293984,1966,52.5940996948118
123,ENSG00000006118.15,TMEM132A,717.0,67.02809768847504,12700,58.70866141732284,7274,61.24553203189442
124,ENSG00000006125.19,AP2B1,3193.0,46.47988115307234,148372,39.928692745261905,7713,46.09101516919487
125,ENSG00000006128.13,TAC1,1003.0,40.20409741012756,8420,39.57244655581948,2010,48.85572139303483
126,ENSG00000006194.12,ZNF263,3984.5,51.80192632243964,37602,47.08526142226477,8548,48.43238184370613
127,ENSG00000006210.7,CX3CL1,3299.0,59.89685942697946,12568,53.74761298535964,5960,55.73825503355705
128,ENSG00000006282.23,SPATA20,2312.0,61.32848763070645,13424,56.82359952324195,5953,60.52410549302872
129,ENSG00000006283.18,CACNA1G,6843.0,61.45184994737893,66760,56.93828639904134,10062,59.332140727489566
130,ENSG00000006327.15,TNFRSF12A,926.5,62.64752896875039,3941,60.11164679015478,1803,63.449805879090405
131,ENSG00000006377.11,DLX6,1612.0,54.20420420420421,5488,49.50801749271137,3445,54.39767779390421
132,ENSG00000006432.17,MAP3K9,4237.0,54.995674876136604,87020,44.98850838887612,12397,52.09324836654029
133,ENSG00000006451.9,RALA,2790.5,41.319349922760345,84680,39.70477090222012,4823,45.01347708894879
134,ENSG00000006453.15,BAIAP2L1,2063.0,51.65980795610425,109468,46.78718895019549,4875,51.7948717948718
135,ENSG00000006459.12,KDM7A,6350.0,39.5574459726305,92310,39.18535369949085,9450,38.804232804232804
136,ENSG00000006468.16,ETV1,3099.0,40.94681832154934,100197,36.30348214018384,9931,39.02930218507703
137,ENSG00000006530.19,AGK,2331.0,45.17000116182845,103967,39.56736272086335,12963,39.88274319216231
138,ENSG00000006534.18,ALDH3B1,2371.0,61.353868194842406,20720,58.40733590733591,7644,58.80429094714808
139,ENSG00000006555.12,TTC22,2631.5,60.60454202200634,21612,52.33666481584305,6111,56.946489936180654
140,ENSG00000006576.18,PHTF2,4594.5,36.79092786441643,158743,37.65898338824389,8789,36.0450563204005
141,ENSG00000006606.9,CCL26,589.0,51.92603129445234,20364,48.09467688076999,703,52.06258890469416
142,ENSG00000006607.15,FARP2,702.0,54.10385259631491,138584,45.59328638226635,14398,47.937213501875256
143,ENSG00000006611.18,USH1C,1671.5,55.83863837312113,50522,51.77744348996477,4904,56.015497553017944
144,ENSG00000006625.19,GGCT,983.0,43.468061618746546,8231,40.60259992710485,1608,41.853233830845774
145,ENSG00000006634.9,DBF4,2380.5,39.062206498315895,33338,36.72085907972884,4642,38.69021973287376
146,ENSG00000006638.14,TBXA2R,2633.0,63.30209084354722,12390,55.81920903954802,3728,62.1244635193133
147,ENSG00000006652.15,IFRD1,1377.5,41.56261017854271,58131,39.45915260360221,7902,40.35687167805619
148,ENSG00000006659.13,LGALS14,599.0,46.695095948827294,4964,45.185334407735695,904,47.676991150442475
149,ENSG00000006695.13,COX10,2408.5,51.530779242033404,162247,39.200108476582,6756,46.38839550029603
150,ENSG00000006704.12,GTF2IRD1,3118.5,58.60938932599367,150157,52.77542838495708,7608,59.174553101997894
151,ENSG00000006712.16,PAF1,1785.5,55.94145045062252,5526,52.370611653999276,2871,55.34656913967259
152,ENSG00000006715.17,VPS41,3158.0,41.27979181516093,209421,38.354319767358575,7872,40.015243902439025
153,ENSG00000006740.19,ARHGAP44,3508.0,55.080859280714456,202146,42.68894759233425,9322,52.88564685689766
154,ENSG00000006744.20,ELAC2,2840.0,55.92552810597924,26798,47.843122621091126,7496,52.854855923159015
155,ENSG00000006747.16,SCIN,1438.5,46.26128142015365,89606,38.45724616655134,11773,40.95812452221184
156,ENSG00000006756.17,ARSD,2096.0,54.752105889977585,25434,48.938428874734605,7082,51.5249929398475
157,ENSG00000006757.13,PNPLA4,1103.0,49.01077953633228,29493,40.45366697182382,4594,43.81802350892469
158,ENSG00000006788.14,MYH13,5994.0,52.46913580246913,72266,45.87772949934962,6120,52.40196078431373
159,ENSG00000006831.11,ADIPOR2,4043.0,47.49878581835843,100107,39.403837893454,6984,44.70217640320733
160,ENSG00000006837.12,CDKL3,1307.5,38.15488150747488,84698,40.15561170275567,3149,39.06001905366783
161,ENSG00000007001.15,UPP2,2373.5,41.42231114487131,259598,40.25724389247991,4219,43.82555107845461
162,ENSG00000007038.12,PRSS21,837.0,58.815575668610805,9125,55.64931506849315,2011,60.16907011437096
163,ENSG00000007047.17,MARK4,789.0,59.25063094544749,225997,53.57283503763324,6660,57.687687687687685
164,ENSG00000007062.13,PROM1,3916.0,43.39950372208436,121303,43.1654616950941,12075,48.033126293995856
165,ENSG00000007080.12,CCDC124,996.0,65.30100378389741,12327,56.04770017035775,3692,60.42795232936078
166,ENSG00000007129.19,CEACAM21,1398.5,55.61223445389619,37327,44.65668283012297,2536,56.782334384858046
167,ENSG00000007168.16,PAFAH1B1,3142.0,41.762873373648524,92434,42.40863751433455,14562,42.761983244059884
168,ENSG00000007171.20,NOS2,4063.0,57.18738978591719,43993,51.31952810674425,6323,55.74885339237704
169,ENSG00000007174.18,DNAH9,854.0,51.89993435927358,371279,42.623202497313336,16941,51.03594829112803
170,ENSG00000007202.17,BLTP2,1426.5,51.733280347349876,31015,46.75479606641947,9256,50.71305099394987
171,ENSG00000007216.17,SLC13A2,2329.5,58.48751118341515,24508,52.54610739350416,3248,57.327586206896555
172,ENSG00000007237.20,GAS7,781.5,55.82660382162279,288248,47.99894535261303,10405,53.13791446419991
173,ENSG00000007255.11,TRAPPC6A,695.0,63.0,15338,56.8718216195071,961,64.51612903225806
174,ENSG00000007264.16,MATK,1965.0,65.49648946840522,24161,54.393443979967714,4533,64.54886388705052
175,ENSG00000007306.16,CEACAM7,2401.5,44.299065238508334,33679,47.85177707176579,5433,42.03938891956562
176,ENSG00000007312.15,CD79B,1159.0,60.340425531914896,3892,61.17677286742035,2176,61.58088235294118
177,ENSG00000007314.12,SCN4A,577.0,57.67195767195767,34365,56.10359377273389,8243,57.636782724736136
178,ENSG00000007341.20,ST7L,1836.0,44.450131292428644,97339,39.04806911926361,8310,44.69314079422383
179,ENSG00000007350.18,TKTL1,565.0,50.11337868480725,34556,48.27236948720917,3570,49.66386554621849
180,ENSG00000007372.25,PAX6,1736.0,51.50501672240802,33183,49.67603893559955,20639,47.822084403314115
181,ENSG00000007376.9,RPUSD1,1850.5,67.07292676030207,3433,67.22982813865424,2778,66.30669546436285
182,ENSG00000007384.16,RHBDF1,2932.0,62.6174515375198,20119,61.5139917490929,8303,61.37540647958569
183,ENSG00000007392.18,LUC7L,1218.0,53.544693043287836,40503,47.332296373108164,6184,47.089262613195345
184,ENSG00000007402.13,CACNA2D2,5316.5,58.2676695901974,141632,56.514064618165385,6677,58.6490939044481
185,ENSG00000007516.16,BAIAP3,4440.0,63.988463123197356,15802,65.6878876091634,7178,65.42212315408192
186,ENSG00000007520.5,TSR3,1164.5,66.90726071663474,2642,62.45268735806208,1213,66.94146743610882
187,ENSG00000007541.18,PIGQ,2054.0,65.8578856152513,17126,64.35244657246292,9653,65.87589350460996
188,ENSG00000007545.17,CRAMP1,4167.5,57.5478713670496,65572,53.10193375221131,8673,58.12291018102156
189,ENSG00000007866.22,TEAD3,2729.0,59.81245813797723,23483,56.75169271387812,3049,59.62610692030174
190,ENSG00000007908.16,SELE,3389.0,41.66666666666667,42066,39.36433223981363,4586,42.19363279546446
191,ENSG00000007923.18,DNAJC11,3027.0,54.47613736854853,67757,46.60182711749339,12242,51.09459238686489
192,ENSG00000007933.14,FMO3,1993.5,43.31679733573857,33563,36.60280666209814,5610,41.53297682709447
193,ENSG00000007944.16,MYLIP,2934.0,46.29639719688841,22282,40.75935732878557,6191,45.30770473267647
194,ENSG00000007952.19,NOX1,2303.0,43.7410071942446,31141,41.13226935551202,2635,43.75711574952562
195,ENSG00000007968.8,E2F2,5189.0,57.42879137798307,24796,51.6494595902565,5462,56.481142438667156
196,ENSG00000008018.10,PSMB1,938.0,47.923681257014586,18212,39.80342631232154,2339,42.7105600684053
197,ENSG00000008056.15,SYN1,3130.0,61.6822429906542,47958,47.760540472913796,3734,59.051955008034284
198,ENSG00000008083.15,JARID2,5221.5,51.12184090485029,277106,44.02466926013872,6617,51.5339277618256
199,ENSG00000008086.13,CDKL5,2130.0,42.857142857142854,228047,40.21188614627687,19056,42.13895885810244
200,ENSG00000008118.11,CAMK1G,2456.0,53.72340425531915,30226,47.00588896976113,3455,52.06946454413893
201,ENSG00000008128.24,CDK11A,2275.0,56.841670111616374,22104,52.076547231270354,5333,56.272267016688545
202,ENSG00000008130.16,NADK,3138.5,56.52180379623631,29313,53.69972367209088,7590,57.02239789196311
203,ENSG00000008196.13,TFAP2B,835.0,59.222082810539526,28897,44.136069488182166,6155,48.26969943135662
204,ENSG00000008197.5,TFAP2D,1377.5,46.42951257157915,59508,37.23532970356927,2203,46.48206990467544
205,ENSG00000008226.21,DLEC1,3149.0,54.298583999160414,84821,48.49742398698436,8338,55.2050851523147
206,ENSG00000008256.18,CYTH3,600.0,55.5813471892767,110875,44.77835400225479,6042,54.43561734524992
207,ENSG00000008277.16,ADAM22,3466.0,43.027346682385165,268754,37.292096117639176,13723,39.41557968374262
208,ENSG00000008282.11,SYPL1,1077.0,38.93805309734513,22090,38.19827976459937,2914,43.994509265614276
209,ENSG00000008283.17,CYB561,1824.5,60.73931046200671,14811,58.267503882249684,6083,61.71297057373006
210,ENSG00000008294.23,SPAG9,4707.5,44.7862354268522,158753,40.022550754946366,12085,41.630119983450555
211,ENSG00000008300.17,CELSR3,4465.0,60.1169938289705,26424,59.86603088101726,13850,61.16245487364621
212,ENSG00000008311.17,AASS,3619.0,39.53931416695532,79907,36.58002427822343,10983,38.45033233178549
213,ENSG00000008323.17,PLEKHG6,2848.0,60.9375,18710,55.90593265633351,5503,60.4034163183718
214,ENSG00000008324.13,SS18L2,898.0,44.38920789642478,15095,46.55846306724081,3118,41.949967928159076
215,ENSG00000008382.17,MPND,1460.0,64.85099892267816,16560,55.95410628019324,2053,65.90355577204092
216,ENSG00000008394.14,MGST1,975.0,39.46442625831939,262145,36.944057678002636,9504,40.4040404040404
217,ENSG00000008405.13,CRY1,2999.5,45.941232281008766,102492,37.63122975451743,5088,43.04245283018868
218,ENSG00000008438.5,PGLYRP1,708.0,62.005649717514125,3901,57.65188413227378,708,62.005649717514125
219,ENSG00000008441.19,NFIX,1487.0,59.51536643026005,103322,55.308646754805366,6486,61.14708603145236
220,ENSG00000008513.18,ST3GAL1,2789.0,54.33006535947712,117671,49.51177435391897,18790,50.89941458222459
221,ENSG00000008516.20,MMP25,3662.0,66.22210125204137,14668,58.87646577583856,4748,66.51221566975569
222,ENSG00000008517.20,IL32,853.0,57.63115238572861,17892,53.666443103062825,4534,56.63872959858844
223,ENSG00000008710.20,PKD1,666.0,64.92518872948355,47191,63.1010150240512,18534,65.76561994172872
224,ENSG00000008735.15,MAPK8IP2,3322.5,67.01073448362811,13305,63.096580232995116,5960,63.540268456375834
225,ENSG00000008838.22,MED24,3185.5,57.26991708261687,42119,50.630356846078975,8363,56.22384311849815
226,ENSG00000008853.19,RHOBTB2,3441.0,58.45007343880144,33502,53.459494955525045,8207,58.803460460582436
227,ENSG00000008869.13,HEATR5B,6756.0,43.51673272026004,116016,38.60588194731761,9220,42.0824295010846
228,ENSG00000008952.18,SEC62,1853.0,36.59683625480975,31739,36.604807964964245,7942,37.21984386804331
229,ENSG00000008988.12,RPS20,671.0,46.335697399527184,7257,41.72523081163015,6765,41.744271988174425
230,ENSG00000009307.18,CSDE1,3736.0,41.16030534351145,41792,38.28723200612558,14188,38.97659994361432
231,ENSG00000009335.20,UBE3C,5020.0,47.33980582524272,130451,42.11466374347456,9377,45.89954143116135
232,ENSG00000009413.17,REV3L,1704.5,39.041454251901456,184688,36.89682058390367,12420,39.186795491143315
233,ENSG00000009694.14,TENM1,12875.0,43.0501217981841,828410,36.988327036129455,13547,43.0501217981841
234,ENSG00000009709.14,PAX7,5939.0,54.93468795355588,118031,52.35912599232405,7565,54.5142101784534
235,ENSG00000009724.19,MASP2,2281.0,51.110996747665695,25233,47.921372805453174,5175,52.44444444444445
236,ENSG00000009765.16,IYD,1180.0,46.25074985002999,37078,41.59879173633961,10497,43.19329332190149
237,ENSG00000009780.17,FAM76A,1926.0,43.81874175098988,37156,43.376574442889435,4082,41.523762861342476
238,ENSG00000009790.16,TRAF3IP3,1913.5,51.88548209503195,26289,45.61223325345201,7750,44.800000000000004
239,ENSG00000009830.14,POMT2,556.0,54.268574065528384,45928,47.080212506531964,13284,51.21951219512195
240,ENSG00000009844.17,VTA1,2395.0,38.00856578506098,77524,35.528352510190395,7258,37.985670983742075
241,ENSG00000009950.17,MLXIPL,3197.5,63.43443914561597,31375,56.254980079681275,4873,61.933100759285864
242,ENSG00000009954.11,BAZ1B,5428.0,47.96402289452167,81888,43.19192067213755,7060,47.70538243626062
243,ENSG00000010017.14,RANBP9,3316.5,49.69479855637583,90590,37.20388563859146,3870,50.697674418604656
244,ENSG00000010030.14,ETV7,1550.0,58.79425063738685,33710,49.33550875111243,2374,52.61162594776748
245,ENSG00000010072.17,SPRTN,1667.0,43.01139772045591,17920,41.568080357142854,5906,42.262106332543176
246,ENSG00000010165.21,METTL13,2865.0,51.35135135135135,32364,43.61018415523421,3831,49.830331506134165
247,ENSG00000010219.14,DYRK4,587.0,48.31521739130435,53095,42.77427253037009,7050,45.744680851063826
248,ENSG00000010244.20,ZNF207,2074.0,44.4097995545657,31764,38.464928850270745,15876,36.66540690350214
249,ENSG00000010256.13,UQCRC1,1507.0,58.52687458526875,11975,53.04384133611691,7037,55.037658092937335
250,ENSG00000010270.15,STARD3NL,1670.5,42.60831476894131,52427,38.3905239666584,6168,44.45525291828793
251,ENSG00000010278.16,CD9,1225.0,47.44224422442244,38557,51.0387218922634,5917,51.49569038364036
252,ENSG00000010282.16,HHATL,1677.0,58.1772784019975,10600,56.64150943396227,3855,58.132295719844365
253,ENSG00000010292.14,NCAPD2,2844.0,52.540192926045016,38615,46.32914670464846,6729,51.7758953782137
254,ENSG00000010295.21,IFFO1,2683.0,62.26605880606067,17142,54.33438338583596,4974,58.96662645757941
255,ENSG00000010310.10,GIPR,1611.5,58.180642156614695,15502,54.94129789704554,5107,57.17642451537106
256,ENSG00000010318.23,PHF7,1571.5,48.76083316979093,17460,44.896907216494846,5071,48.62946164464603
257,ENSG00000010319.8,SEMA3G,2737.0,61.7663493461893,12069,59.6155439555887,5047,58.51000594412522
258,ENSG00000010322.17,NISCH,2975.0,59.54417108846634,37951,53.276593502147506,9062,58.22114323548886
