,gene_id,gene_name,gene_length,gc_content,is_lnc,is_pc,is_mito,is_ribo,is_oxphos,is_pseudo,10x_n_cells,10x_percent_counts,polyT_n_cells,polyT_percent_counts,randO_n_cells,randO_percent_counts,parse_n_cells,parse_percent_counts,polyT_randO_distance,10x_polyT_distance,10x_randO_distance,10x_parse_distance
20,ENSG00000002549.14,LAP3,850.0,47.01567435132981,False,True,False,False,False,False,15310.0,0.0008803986590222847,6306.0,0.0004930412222684127,5902.0,0.0003978046303290628,6406.0,0.0004504690056475181,6.757485449618174e-06,0.00017277915647577832,0.0002240629878840552,0.0002575906542176721
21,ENSG00000002587.11,HS3ST1,1636.0,54.88997555012225,False,True,False,False,False,False,486.0,4.132709541093756e-06,374.0,7.351154302374978e-06,248.0,4.77338279921737e-06,353.0,6.072109305531147e-06,2.385331660378598e-05,1.4687612783871196e-05,1.547041721777578e-06,6.904117150580317e-06
22,ENSG00000002726.22,AOC1,2465.0,60.40220104402454,False,True,False,False,False,False,88.0,7.822381543443794e-07,43.0,5.661434000644236e-07,101.0,2.1366570625068227e-06,96.0,1.4100334360495148e-06,5.333573731135148e-06,9.169251644754823e-08,2.0214104997422913e-06,6.727779003923423e-07
23,ENSG00000002745.13,WNT16,2190.0,46.97444831591173,False,True,False,False,False,False,94.0,8.376178466873443e-07,12.0,1.219385784754143e-07,12.0,1.5911275997391232e-07,14.0,1.4670868120746397e-07,9.875225220242884e-10,1.7188692689340525e-06,1.2380748119999394e-06,1.588994035956469e-06
24,ENSG00000002746.16,HECW1,679.5,50.05673178149492,False,True,False,False,False,False,37.0,2.630535386290833e-07,14.0,1.480682738630031e-07,10.0,1.250171685509311e-07,13.0,1.3040771662885686e-07,3.8601537445106976e-10,9.069736845471093e-09,1.094913556673042e-08,1.2595766783130622e-08
25,ENSG00000002822.17,MAD1L1,2551.0,62.22910216718266,False,True,False,False,False,False,186.0,1.308345231602546e-06,182.0,1.611331215567975e-06,386.0,4.716556813512401e-06,341.0,2.901571694992065e-06,3.197314857870453e-05,2.820055125301011e-07,1.0819061976406635e-05,4.2080240344849305e-06
26,ENSG00000002834.20,LASP1,3848.0,56.67022411953042,False,True,False,False,False,False,5259.0,4.8775664031066346e-05,5125.0,0.00011827171122268936,6116.0,0.0002749809448263435,6182.0,0.00019664668619402684,0.0011202547111870585,0.0002824843044888209,0.0009310775231524505,0.0006668779459150367
27,ENSG00000002919.16,SNX11,2165.0,52.060737527114966,False,True,False,False,False,False,2570.0,2.0691237551640263e-05,1265.0,1.4336492869323712e-05,1222.0,1.8650288508370724e-05,1480.0,1.6512877118129e-05,3.980100043033765e-05,1.4940808522412173e-05,7.848940413551855e-08,4.235937391584791e-06
28,ENSG00000002933.10,TMEM176A,1177.0,59.5275590551181,False,True,False,False,False,False,8162.0,0.00021085125613429603,2277.0,3.864581947824381e-05,1836.0,3.2515829020383086e-05,2312.0,3.591102496667145e-05,4.052466621074413e-06,0.0014054111304634626,0.0013416626560834768,0.0015611628293679593
29,ENSG00000003056.9,M6PR,2198.0,45.71428571428572,False,True,False,False,False,False,4160.0,3.528378648401152e-05,5687.0,0.0001947184900283116,5134.0,0.00019065118204016995,5794.0,0.00019666298715860544,1.868274597222355e-05,0.0008072766908219683,0.0007359937384200239,0.0008268946439837926
30,ENSG00000003096.16,KLHL13,3256.0,42.2014449638759,False,True,False,False,False,False,231.0,1.8621421550321951e-06,224.0,5.077870803654753e-06,176.0,3.455019930862096e-06,240.0,4.490915741406258e-06,1.2167777294316598e-05,1.3400657949698188e-05,4.530014262701522e-06,1.025518374534743e-05
31,ENSG00000003137.9,CYP26B1,4025.0,56.21158911325724,False,True,False,False,False,False,0.0,0.0,0.0,0.0,2.0,2.2730394281987474e-08,1.0,8.150482289303554e-09,1e-10,,1e-10,1e-10
32,ENSG00000003147.20,ICA1,1781.0,47.29032258064516,False,True,False,False,False,False,795.0,6.617873234984307e-06,540.0,7.94342739782699e-06,371.0,6.148571653277612e-06,518.0,7.0175652510903596e-06,7.2627564203640345e-06,3.4690341609794483e-06,1.852487071275687e-08,7.539197529771743e-07
33,ENSG00000003249.16,DBNDD1,2075.0,61.98745779064159,False,True,False,False,False,False,11.0,7.614707697157675e-08,4.0,3.4839593850118376e-08,5.0,6.819118284596242e-08,5.0,4.075241144651777e-08,1.662342180219008e-10,2.528657407475876e-10,1.0194812392671565e-10,2.1165856004356896e-10
34,ENSG00000003393.17,ALS2,5760.0,45.19850187265917,False,True,False,False,False,False,1870.0,1.4730998163228666e-05,2392.0,3.495282253013126e-05,1882.0,3.173163041765451e-05,2465.0,3.319691436433337e-05,7.852492575127827e-09,0.0001200894701977095,9.398638873849345e-05,0.00010821496638874412
35,ENSG00000003400.17,CASP10,1645.0,46.54422426292895,False,True,False,False,False,False,2681.0,2.211726462947161e-05,1935.0,2.6094855793738664e-05,1676.0,2.682186525274522e-05,2064.0,2.600818898516764e-05,6.9846916667152264e-06,1.0218234288872985e-05,1.6418485843270472e-05,9.999247764569608e-06
36,ENSG00000003402.22,CFLAR,1830.0,48.21861014250021,False,True,False,False,False,False,10798.0,0.00016222096379562998,7574.0,0.0004496136685342402,7301.0,0.0005051034565371847,7772.0,0.0004750508602320576,0.00014537702291048975,0.0006627268425945164,0.0008059296139598689,0.0007375102049852467
37,ENSG00000003436.17,TFPI,2619.5,35.58247725283516,False,True,False,False,False,False,316.0,3.620447386921331e-06,555.0,1.2333216222941905e-05,321.0,6.762292298891274e-06,499.0,9.805030194032174e-06,8.070607423110403e-05,5.63277808353339e-05,1.3739961551525853e-05,3.722078158920643e-05
38,ENSG00000003509.17,NDUFAF7,1332.5,43.00113303011686,False,True,False,False,True,False,2717.0,2.2234946475700414e-05,1870.0,2.3995770264269034e-05,1037.0,1.4877043057560803e-05,1636.0,1.8770560712266082e-05,7.647470821410418e-05,3.974081701698766e-06,1.149352087812138e-05,1.787387972199063e-06
39,ENSG00000003756.18,RBM5,1931.0,49.1903418292797,False,True,False,False,False,False,6206.0,5.986544742274507e-05,4716.0,8.660252041293175e-05,3825.0,8.43865887718785e-05,4770.0,8.499322931285746e-05,8.125176975155362e-06,6.98131248288866e-05,7.377321837592024e-05,6.480443279339415e-05
40,ENSG00000003987.15,MTMR7,729.0,45.65819514539774,False,True,False,False,False,False,1023.0,7.78776923572944e-06,137.0,1.2629352770667913e-06,57.0,6.591814341776367e-07,101.0,8.313491935089624e-07,2.9773292729765135e-06,0.00016308335831856084,0.00020699297830158918,0.0002232728318715449
41,ENSG00000003989.19,SLC7A2,6783.5,42.00174997498843,False,True,False,False,False,False,11.0,7.614707697157675e-08,17.0,4.006553292763613e-07,5.0,1.250171685509311e-07,17.0,3.504707384400528e-07,2.679864489760063e-07,7.721768581622156e-09,3.108805763283594e-10,5.8465068646565115e-09
42,ENSG00000004059.12,ARF5,897.0,59.88495073002115,False,True,False,False,False,False,3368.0,2.761369909451088e-05,357.0,3.3184713142237755e-06,933.0,1.292222914930988e-05,793.0,7.588099011341608e-06,0.00016597769387861452,0.0007487395573033092,6.834185626582398e-05,0.00029406530368238977
43,ENSG00000004139.15,SARM1,1517.0,58.39636163672259,False,True,False,False,False,False,552.0,4.070407387207921e-06,1135.0,1.4031646423135177e-05,1156.0,1.9252643956843393e-05,1341.0,1.6390619883789445e-05,5.250484404275024e-05,6.678191875409465e-05,9.683174028153916e-05,8.639651793240663e-05
44,ENSG00000004142.13,POLDIP2,2168.0,55.35221354166667,False,True,False,False,False,False,5593.0,5.796177049845565e-05,1459.0,1.911822712525246e-05,1540.0,2.7412855504076896e-05,1730.0,2.282135041004995e-05,8.496073818208982e-05,0.0003259373893071269,9.468517833137337e-05,0.00022757869896163532
45,ENSG00000004399.14,PLXND1,640.0,58.84796206045832,False,True,False,False,False,False,2927.0,2.6326121247536945e-05,3329.0,6.0673152689981156e-05,4181.0,0.00014414479533922357,4204.0,0.00010128604340917525,0.0008329638186937748,0.0001728154502751336,0.0006205398551501816,0.0004320603440002895
46,ENSG00000004455.19,AK2,2951.0,46.22247350233824,False,True,False,False,False,False,8402.0,0.00011105705053227326,3074.0,5.7859855486584096e-05,3013.0,8.14884635009251e-05,3424.0,6.895308016750806e-05,0.00017138230448657629,0.00013150946721538075,5.7535085186431824e-06,6.226759441903089e-05
47,ENSG00000004468.14,CD38,1410.0,46.15384615384616,False,True,False,False,False,False,7189.0,0.00010401690714317384,3505.0,0.00014015968605902624,3061.0,0.00011482258671545974,3539.0,0.0001284271494325561,6.905776225758313e-06,6.86235620770117e-05,2.9808937056231427e-05,4.214760909151902e-05
48,ENSG00000004478.9,FKBP4,2015.0,54.08438061041293,False,True,False,False,False,False,3049.0,2.8832052326056107e-05,1463.0,2.1156343365484383e-05,2477.0,6.413380746662766e-05,2359.0,4.277373105426505e-05,0.0006829767533062477,1.1632546149123794e-05,0.00016866043936893718,4.898620591473645e-05
49,ENSG00000004487.19,KDM1A,2897.5,51.1779471816231,False,True,False,False,False,False,4751.0,4.531443325963104e-05,3116.0,5.3295868692218586e-05,2626.0,5.709875043635254e-05,3241.0,5.540697860268555e-05,2.4129310006711056e-05,1.736527637038096e-05,3.661420743606629e-05,2.343008796676079e-05
50,ENSG00000004534.16,RBM6,2007.0,47.96829724696404,False,True,False,False,False,False,11494.0,0.00017053484010861756,6981.0,0.0002557487485552565,5792.0,0.00021481359116192264,6904.0,0.0002335113175885468,1.8406854053857705e-06,0.00014127389939798922,8.621376841188208e-05,9.667542112172838e-05
51,ENSG00000004660.16,CAMKK1,3574.0,58.69191498149344,False,True,False,False,False,False,649.0,4.769576003037853e-06,564.0,6.01853983760795e-06,689.0,9.887721512664551e-06,748.0,7.857064926888625e-06,4.815412606627144e-05,3.3844121455276143e-06,2.663712078602646e-05,1.3624930798274596e-05
52,ENSG00000004700.17,RECQL,3137.0,37.588892802446765,False,True,False,False,False,False,6876.0,7.33088677389998e-05,4592.0,0.00010473652901191837,3455.0,8.472754468610831e-05,4523.0,9.662396753969363e-05,9.788449392642606e-06,7.43756437468928e-05,3.159572991507299e-05,5.0538739482259805e-05
53,ENSG00000004766.18,VPS50,2742.0,38.16772765015223,False,True,False,False,False,False,4983.0,4.590284249077504e-05,4855.0,0.00011279318508975825,3471.0,7.619228163322201e-05,4653.0,9.533619133798366e-05,8.595466975515684e-05,0.00028035598407542166,0.0001092374454206585,0.0001945414103247445
54,ENSG00000004776.14,HSPB6,1026.0,64.22954329789046,False,True,False,False,False,False,1.0,6.922461542870614e-09,1.0,8.709898462529594e-09,2.0,2.2730394281987474e-08,2.0,1.6300964578607108e-08,1.0078655853879176e-10,1.0000354312565599e-10,1.002093005465858e-10,1.000861733973181e-10
55,ENSG00000004777.19,ARHGAP33,661.5,64.58524789104105,False,True,False,False,False,False,311.0,2.2359550783472083e-06,171.0,1.6200411140305046e-06,602.0,1.0728746101098089e-05,487.0,5.8683472482985584e-06,0.00011448238331602578,9.572027553722154e-07,4.2957685431616354e-05,1.7027179530079017e-05
56,ENSG00000004779.11,NDUFAB1,665.0,48.42105263157895,False,True,False,False,True,False,12384.0,0.00028008279402454503,1558.0,2.1408930420897742e-05,1002.0,1.557032008316142e-05,1513.0,1.924328868504569e-05,2.5643453784686556e-05,0.003709435914224773,0.003794477997973354,0.004090102972706406
57,ENSG00000004799.9,PDK4,3467.0,39.37996413015629,False,True,False,False,False,False,117.0,8.860750774874385e-07,75.0,7.490512677775451e-07,78.0,1.0115025455484426e-06,94.0,8.476501580875695e-07,3.9401441408730796e-07,3.092269705030018e-08,5.625005872662388e-08,5.013399245625246e-10
58,ENSG00000004809.15,SLC22A16,1559.5,47.79265356087828,False,True,False,False,False,False,383.0,2.9558910788057523e-06,389.0,5.330457859068111e-06,298.0,4.830208784922339e-06,413.0,5.363017346361738e-06,2.3096026880099577e-07,9.517049724783704e-06,6.462295319179688e-06,9.835313816617516e-06
59,ENSG00000004838.15,ZMYND10,1677.0,60.13672857800528,False,True,False,False,False,False,14.0,9.691446160018859e-08,23.0,2.2645736002576945e-07,18.0,2.0457354853788727e-07,22.0,1.7931061036467818e-07,4.658022454376064e-10,2.324139811581938e-09,1.5170439496275375e-09,1.0670114914966225e-09
60,ENSG00000004846.17,ABCB5,2225.5,41.29309002965184,False,True,False,False,False,False,23.0,2.422861540004715e-07,58.0,8.187304554777819e-07,15.0,2.500343371018622e-07,34.0,5.297813488047309e-07,2.4642670291294796e-06,1.4119402014082704e-07,2.78554999796109e-10,4.361337320952244e-08
61,ENSG00000004848.8,ARX,100.0,61.0,False,True,False,False,False,False,6.0,4.1534769257223687e-08,0.0,0.0,1.0,1.1365197140993737e-08,0.0,0.0,1e-10,1.5284415847681743e-10,1.2241255040362092e-10,1.536083627188117e-10
62,ENSG00000004864.15,SLC25A13,2952.0,44.33962264150944,False,True,False,False,False,False,7307.0,8.298646897593293e-05,5618.0,0.00019865536413337498,4433.0,0.00013533676755495344,5461.0,0.0001678999351596532,9.154767680986256e-05,0.00036578315517985833,0.00014890527686173407,0.000252399116762131
63,ENSG00000004866.23,ST7,1691.5,46.60047581284695,False,True,False,False,False,False,1060.0,8.099280005158618e-06,1816.0,2.9256548935636908e-05,1467.0,2.691278682987317e-05,1877.0,2.814361534496517e-05,1.8877452201940102e-08,0.0001532305675771036,0.00012448915496862827,0.00014605209304974361
64,ENSG00000004897.13,CDC27,873.5,40.73815881447031,False,True,False,False,False,False,7344.0,8.848290344097219e-05,4874.0,0.00011003214727713636,3454.0,8.204535816083379e-05,4615.0,9.595562799197073e-05,3.468999118705396e-05,3.988857600189986e-05,3.639232559352791e-06,1.2844433271180163e-05
65,ENSG00000004939.16,SLC4A1,2157.5,57.921348964169646,False,True,False,False,False,False,6.0,5.537969234296491e-08,3.0,4.3549492312647974e-08,2.0,2.2730394281987474e-08,2.0,1.6300964578607108e-08,1.3516610556956212e-10,1.0597110298342704e-10,1.4371398959356365e-10,1.793322374125964e-10
66,ENSG00000004948.17,CALCR,2673.0,45.72510804408074,False,True,False,False,False,False,41.0,3.322781540577895e-07,11.0,1.480682738630031e-07,8.0,9.09215771279499e-08,10.0,1.0595626976094619e-07,2.3947270753773804e-09,3.378739587567355e-08,5.138120243542768e-08,5.455058238006679e-08
67,ENSG00000004961.16,HCCS,2153.5,43.58514254218085,False,True,False,False,False,False,4458.0,3.926420187116212e-05,972.0,1.0695755311986341e-05,1125.0,1.6399979474453963e-05,1285.0,1.3790616033501612e-05,6.788220362234945e-05,0.00036751567267277047,0.00011526462442220799,0.0002371433378903672
68,ENSG00000004975.13,DVL2,1240.0,60.26831785345718,False,True,False,False,False,False,1998.0,1.5153268317343774e-05,502.0,4.982061920566928e-06,1017.0,1.541120732318751e-05,976.0,1.0147350450182924e-05,0.00018920298230323284,0.00013566105224404937,2.113108376924545e-06,1.5312643772942763e-05
69,ENSG00000005001.11,PRSS22,1097.0,63.57176928764734,False,True,False,False,False,False,30.0,3.392006156006601e-07,11.0,1.393583754004735e-07,29.0,3.7505150565279333e-07,28.0,2.5266495096841017e-07,3.323775203527021e-08,4.150437473082415e-08,2.2414999663324808e-09,6.482010717447216e-09
70,ENSG00000005007.15,UPF1,4229.5,60.36247674097703,False,True,False,False,False,False,2612.0,2.154962278295622e-05,2214.0,2.8446528378621657e-05,2979.0,6.33496088638991e-05,3081.0,4.5675302749257114e-05,0.0004577227081107546,2.1854761612388574e-05,0.00023300951084097592,0.00012501204573666175
71,ENSG00000005020.14,SKAP2,1504.5,39.78809278157626,False,True,False,False,False,False,9550.0,0.00015608074040710372,5902.0,0.00027863836171478426,4879.0,0.000176035538516852,5803.0,0.00022861287773267536,0.00016736796057815077,0.0002425635893911861,4.521716245830851e-05,0.00012432249988725153
72,ENSG00000005022.7,SLC25A5,1137.0,49.27357456140351,False,True,False,False,False,False,16058.0,0.0009416485987536039,3729.0,0.00011044151250487526,2696.0,7.622637722464499e-05,3589.0,9.384465307904111e-05,7.251007272834042e-05,0.003729016469675018,0.004100104711505388,0.004426783481295816
73,ENSG00000005059.17,MCUB,1100.0,43.64674573571938,False,True,False,False,False,False,10715.0,0.00018433822842510157,5646.0,0.00019429170500364766,4128.0,0.0001268583304877721,5377.0,0.00016256136926015937,0.0001247591509500819,1.5044060035987453e-05,1.3266190615595407e-05,9.57140013957436e-08
74,ENSG00000005073.6,HOXA11,2403.0,54.51492227875714,False,True,False,False,False,False,1.0,6.922461542870614e-09,2.0,1.7419796925059188e-08,0.0,0.0,0.0,0.0,1.0449500209489281e-10,1.0010603971543054e-10,1.0003661414531958e-10,1.0004426897308949e-10
75,ENSG00000005075.17,POLR2J,625.0,56.48,False,True,False,False,False,False,6388.0,6.894079450544844e-05,1320.0,1.65400971803437e-05,774.0,1.0819667678226039e-05,1219.0,1.3570553011690417e-05,4.535486943704685e-05,0.0006055547675449946,0.0008206291894451429,0.0008042530065803112
76,ENSG00000005100.13,DHX33,2416.0,52.223088923556936,False,True,False,False,False,False,1791.0,1.5471701548315824e-05,1139.0,1.5808465709491213e-05,1088.0,1.903670521116451e-05,1265.0,1.6545479047286213e-05,2.5835438466839743e-05,1.0361132663326457e-06,1.2846095221441089e-05,2.4312675311608465e-06
77,ENSG00000005102.15,MEOX1,1190.0,57.08347812329608,False,True,False,False,False,False,49.0,3.7381292331501314e-07,30.0,2.961365477260062e-07,20.0,2.727647313838497e-07,26.0,2.7711639783632083e-07,5.851585944497816e-10,5.447137646127678e-09,7.324354364319805e-09,9.116989683752917e-09
78,ENSG00000005108.17,THSD7A,1125.5,46.11127249794542,False,True,False,False,False,False,18.0,1.2460430777167105e-07,16.0,2.0903756310071026e-07,12.0,1.7047795711490606e-07,15.0,1.7931061036467818e-07,1.5617158384833624e-09,1.6589602992939946e-09,5.799646132214716e-10,8.04094542064834e-10
79,ENSG00000005156.13,LIG3,3055.0,51.76646706586826,False,True,False,False,False,False,2281.0,1.81160818576924e-05,1742.0,2.1644097679386042e-05,1818.0,3.225442948614023e-05,2042.0,2.622010152468953e-05,0.00011104369579314647,9.541904902623496e-06,6.82910970732248e-05,3.0849063428187875e-05
80,ENSG00000005175.11,RPAP3,2242.0,36.66821777570964,False,True,False,False,False,False,4999.0,4.741886156866371e-05,2909.0,4.712055068228511e-05,1760.0,3.315228006027873e-05,2722.0,4.166526546291976e-05,4.792236030765089e-05,1.8404952473278088e-06,1.023624816675718e-05,5.782533745210791e-07
81,ENSG00000005187.13,ACSM3,2532.5,42.58869742760199,False,True,False,False,False,False,393.0,2.900511386462787e-06,547.0,9.990253536521444e-06,317.0,6.08038047043165e-06,489.0,7.865215409177929e-06,4.3928042544890845e-05,4.2332932697672846e-05,1.3688143308961567e-05,2.733343312290062e-05
82,ENSG00000005189.21,REXO5,2156.0,48.01883091408396,False,True,False,False,False,False,340.0,2.450551386176197e-06,317.0,3.753966237350255e-06,346.0,5.71669416191985e-06,393.0,4.694677798638847e-06,1.9161172710889957e-05,3.7246007717271437e-06,1.3717077935456788e-05,8.713575079193771e-06
83,ENSG00000005194.16,CIAPIN1,1664.0,50.03850886545359,False,True,False,False,False,False,4272.0,4.084944556447949e-05,1460.0,1.822110758361191e-05,1223.0,2.0082303348135936e-05,1550.0,1.8819463606001903e-05,1.297842765965047e-05,0.0001364318927228146,7.10360156086369e-05,0.00012679103505680578
84,ENSG00000005206.18,SPPL2B,2320.5,65.31053632938676,False,True,False,False,False,False,1437.0,1.0785195083792417e-05,691.0,6.802430699235613e-06,630.0,8.069289970105555e-06,794.0,7.4332398478448405e-06,9.193049920916413e-06,1.5783485069252314e-05,2.911815867990953e-06,9.864922296399208e-06
85,ENSG00000005238.21,ATOSB,3024.0,57.99071618037135,False,True,False,False,False,False,1420.0,1.0805962468421028e-05,608.0,6.00982993914542e-06,1117.0,1.5911275997391232e-05,1096.0,1.0652680352119744e-05,0.0001743939521638639,2.6845517508460447e-05,2.220135108764829e-05,1.9738015831146633e-07
86,ENSG00000005243.11,COPZ2,765.0,55.784650630011456,False,True,False,False,False,False,615.0,4.520367387494511e-06,91.0,8.535700493279003e-07,53.0,6.250858427546556e-07,88.0,7.335434060373198e-07,2.7248013819001383e-07,6.531249709999582e-05,6.829843686702708e-05,7.495741563118316e-05
87,ENSG00000005249.15,PRKAR2B,3423.0,35.13670738801628,False,True,False,False,False,False,1653.0,1.4634083701628478e-05,1254.0,2.316832991032872e-05,761.0,1.3115437500706774e-05,1131.0,1.7735449461524533e-05,0.00011285237104665486,3.731888658564606e-05,4.170770615342196e-09,8.879074524601416e-06
88,ENSG00000005302.19,MSL3,2182.5,44.30344302408784,False,True,False,False,False,False,6396.0,6.442042711795393e-05,2589.0,3.554509562558328e-05,2064.0,3.497071160283773e-05,2782.0,3.6179990882218474e-05,3.881740039053198e-06,8.50747405349609e-05,5.7749621552370606e-05,8.067857375892552e-05
89,ENSG00000005339.15,CREBBP,535.5,49.06256055810348,False,True,False,False,False,False,8114.0,9.022044128823271e-05,7164.0,0.00024578462471412264,6739.0,0.00026866189521595096,7386.0,0.00025572138182689897,8.378744823188035e-05,0.000490050215275453,0.0005670945897588149,0.0005323527465020641
90,ENSG00000005379.17,TSPOAP1,1504.0,60.723860589812325,False,True,False,False,False,False,544.0,4.174244310350981e-06,1131.0,1.6008793374129393e-05,2063.0,5.139342147157368e-05,1953.0,3.3571836549641334e-05,0.0006116273754026707,8.17060230400457e-05,0.00026788238962622635,0.0002063894002035348
