,gene_id,gene_name,gene_length,gc_content,is_lnc,is_pc,is_mito,is_ribo,is_oxphos,10x_n_cells,10x_percent_counts,polyT_n_cells,polyT_percent_counts,randO_n_cells,randO_percent_counts,parse_n_cells,parse_percent_counts
53,ENSMUSG00000000301.17,Pemt,601.3,55.24479412150481,False,True,False,False,False,291.0,0.0009060139193584611,406.0,0.0006947894719488798,606.0,0.001270964658176169,760.0,0.0010737480734642289
54,ENSMUSG00000000303.14,Cdh1,2609.5,53.93036875548957,False,True,False,False,False,131.0,0.0004109367239653199,236.0,0.00041179769104079884,229.0,0.00047943851884836694,305.0,0.0004282623855085503
55,ENSMUSG00000000305.13,Cdh4,1536.3333333333333,54.91964924382294,False,True,False,False,False,36.0,0.00012033869176842425,107.0,0.00017704731637993468,109.0,0.00023031362452867075,128.0,0.00017529570353666955
56,ENSMUSG00000000308.15,Ckmt1,897.9,54.82091296796439,False,True,False,False,False,16.0,5.33276916811436e-05,14.0,2.203971286767659e-05,9.0,1.8390556106165733e-05,15.0,2.02796746067005e-05
57,ENSMUSG00000000317.12,Bcl6b,1467.3333333333333,56.972216754335115,False,True,False,False,False,2.0,6.4487494900368344e-06,15.0,2.756749444762282e-05,14.0,2.860010694453004e-05,26.0,3.6003138486672936e-05
58,ENSMUSG00000000318.17,Clec10a,884.1,52.502779914399376,False,True,False,False,False,26.0,8.53192261157959e-05,61.0,0.00010104971699231085,43.0,8.855599051581299e-05,64.0,8.780379526300344e-05
59,ENSMUSG00000000320.11,Alox12,2657.5,51.21235877294719,False,True,False,False,False,1.0,3.319013043425853e-06,17.0,2.9206388560804423e-05,9.0,1.8409114069865667e-05,15.0,2.0602775245862555e-05
60,ENSMUSG00000000326.14,Comt,1496.0,55.40124147037351,False,True,False,False,False,2019.0,0.006698178873058948,3155.0,0.005824332024801642,2057.0,0.004502509116195402,3621.0,0.0054662878809305405
61,ENSMUSG00000000339.15,Rtca,909.6,53.64447288487539,False,True,False,False,False,1552.0,0.004855881539537652,2316.0,0.0041775880644625545,1738.0,0.003727981367209707,2879.0,0.004237491234655395
62,ENSMUSG00000000340.11,Dbt,1197.5,45.14347610375228,False,True,False,False,False,1655.0,0.005524425175272248,3763.0,0.006977848160898122,2004.0,0.004384879776276594,4095.0,0.006199995190469373
63,ENSMUSG00000000346.10,Dazap2,967.0,56.197408674469486,False,True,False,False,False,3159.0,0.010329625464450947,2757.0,0.005012535811557535,2810.0,0.00617835352377934,3990.0,0.006003115606348235
64,ENSMUSG00000000355.14,Mcts1,582.6,39.746980693279795,False,True,False,False,False,4453.0,0.015175134498259912,3806.0,0.007068565738718789,1576.0,0.0033799683835373717,3834.0,0.005765273303279892
65,ENSMUSG00000000359.4,Rem1,1148.6666666666667,59.19016889412404,False,True,False,False,False,9.0,2.652693875569304e-05,6.0,9.295135544568035e-06,6.0,1.5113479175992224e-05,11.0,1.6540840443490654e-05
66,ENSMUSG00000000365.10,Rnf17,2071.8333333333335,40.17573896058621,False,True,False,False,False,116.0,0.0003650159198253735,59.0,9.805316940722625e-05,34.0,7.38405276624418e-05,62.0,8.817307256136226e-05
67,ENSMUSG00000000374.9,Trappc10,2181.8,53.55505980015865,False,True,False,False,False,3740.0,0.012693759627833163,5112.0,0.009678485044321769,5876.0,0.01352876227549759,7383.0,0.011677988880826587
68,ENSMUSG00000000378.16,Ccm2,1139.375,55.52220325353025,False,True,False,False,False,10334.0,0.040619917087708235,17918.0,0.04005410039729164,15287.0,0.04003832423097362,19955.0,0.03751364434418957
69,ENSMUSG00000000381.11,Wap,659.3333333333334,52.64724702041082,False,True,False,False,False,6.0,1.832868982369372e-05,0.0,0.0,1.0,2.270344507147059e-06,0.0,0.0
70,ENSMUSG00000000384.16,Tbrg4,1178.3333333333333,56.975240650139,False,True,False,False,False,943.0,0.0028927581066828393,1618.0,0.002863851349905821,2802.0,0.006108547046580318,3110.0,0.004569687047646813
71,ENSMUSG00000000385.9,Tmprss2,1767.5,51.80100333330319,False,True,False,False,False,4.0,1.5105866356947478e-05,89.0,0.0001458911710548741,28.0,5.8907269793465655e-05,70.0,9.483831480643094e-05
72,ENSMUSG00000000386.19,Mx1,1796.3,48.03482079135942,False,True,False,False,False,40.0,0.00012084945172525506,223.0,0.00040182184297769884,265.0,0.0005918705628509682,342.0,0.0005080149165240874
73,ENSMUSG00000000392.18,Fap,1874.3333333333333,40.81014562936652,False,True,False,False,False,89.0,0.0002900724013246166,479.0,0.0008442006482656237,232.0,0.0005070376543837291,490.0,0.0007063045018711938
74,ENSMUSG00000000394.16,Gcg,836.3333333333334,46.625545103691515,False,True,False,False,False,2.0,5.756495622677581e-06,0.0,0.0,1.0,1.0750685193542333e-06,1.0,5.06005763295021e-07
75,ENSMUSG00000000399.11,Ndufa9,1200.6666666666667,48.448424409506266,False,True,False,False,True,3053.0,0.009970084008650099,2811.0,0.005091547914405802,3365.0,0.007468138434251444,4319.0,0.006504593417920186
76,ENSMUSG00000000402.3,Egfl6,2704.0,46.264792899408285,False,True,False,False,False,10.0,3.606206710243063e-05,41.0,7.381275662227608e-05,28.0,6.123731031411709e-05,34.0,5.102319256890873e-05
77,ENSMUSG00000000409.15,Lck,1142.875,55.21905101542602,False,True,False,False,False,12675.0,0.053833895138495666,16966.0,0.03732851238017601,17013.0,0.045516843082265654,20211.0,0.03806692924460216
78,ENSMUSG00000000411.8,Tssk3,1280.0,54.140625,False,True,False,False,False,8.0,2.5852282597598713e-05,2.0,3.8075082283856225e-06,2.0,4.000496933057996e-06,4.0,5.6735847776496255e-06
79,ENSMUSG00000000416.17,Cttnbp2,2816.1111111111113,48.687782884447,False,True,False,False,False,62.0,0.00020660100289893193,109.0,0.00018783789730706822,48.0,9.929654620840334e-05,82.0,0.00011385672511586868
80,ENSMUSG00000000420.16,Galnt1,1984.375,44.47226740238576,False,True,False,False,False,5695.0,0.02014528465693864,14561.0,0.031171649322560557,8920.0,0.021386010246576347,15025.0,0.026406459031769507
81,ENSMUSG00000000435.2,Myf5,2083.0,41.57465194431109,False,True,False,False,False,3.0,1.2012783572942736e-05,0.0,0.0,0.0,0.0,0.0,0.0
82,ENSMUSG00000000439.10,Mkrn2,2587.3333333333335,49.83706804196678,False,True,False,False,False,2214.0,0.007222443446900967,3105.0,0.005676098814443193,2822.0,0.006188233794395454,4117.0,0.006192350276245367
83,ENSMUSG00000000440.13,Pparg,1168.2857142857142,44.554931667271,False,True,False,False,False,80.0,0.00025267596840206525,152.0,0.0002804253272677323,90.0,0.00020446003858540056,164.0,0.0002526515008089202
84,ENSMUSG00000000441.18,Raf1,1552.4545454545455,50.0501525319668,False,True,False,False,False,3357.0,0.011331349085902121,9228.0,0.01843861716460251,8817.0,0.021102851510064496,11545.0,0.019293508879177454
85,ENSMUSG00000000486.14,Septin1,826.4,55.889728332126424,False,True,False,False,False,10482.0,0.041769616189981935,7761.0,0.015140107717682587,9705.0,0.023506557052511125,11323.0,0.018818240189314207
86,ENSMUSG00000000489.8,Pdgfb,1535.75,59.375551561014206,False,True,False,False,False,49.0,0.00015228710039068508,68.0,0.00011796622435722883,90.0,0.00019635788990728326,114.0,0.00016755757080501717
87,ENSMUSG00000000530.17,Acvrl1,1514.3636363636363,58.39560443698274,False,True,False,False,False,244.0,0.0007978394472609302,286.0,0.0004926608825753849,350.0,0.0007261705830882387,452.0,0.0006349392764688577
88,ENSMUSG00000000531.6,Tamalin,2033.0,62.026561731431386,False,True,False,False,False,272.0,0.0008265354659631349,434.0,0.000744923434118283,819.0,0.0017023403108197529,939.0,0.001310331416361236
89,ENSMUSG00000000532.12,Acvr1b,4418.0,53.46310547759167,False,True,False,False,False,821.0,0.0026394182797301762,2430.0,0.004389174735968795,3774.0,0.008426857612758984,4318.0,0.006507839838048666
90,ENSMUSG00000000538.19,Tom1l2,3024.3636363636365,54.808960802522456,False,True,False,False,False,3540.0,0.01238864115936503,8572.0,0.017185155982001002,6499.0,0.015185502833722511,9903.0,0.016380863090950278
91,ENSMUSG00000000544.15,Gpa33,1507.0,53.193247548036254,False,True,False,False,False,27.0,9.122489910171321e-05,9.0,1.3388966208739308e-05,13.0,2.7852121908099193e-05,16.0,1.982279685411513e-05
92,ENSMUSG00000000552.11,Zfp385a,2289.0,62.784317376531995,False,True,False,False,False,524.0,0.0016996302721271079,552.0,0.000950106808081928,844.0,0.0017871845562383532,1015.0,0.0014528870277428392
93,ENSMUSG00000000555.9,Itga5,2446.25,55.57502139169977,False,True,False,False,False,626.0,0.001993523377168657,2028.0,0.003594303205378424,2387.0,0.005200370952494004,3053.0,0.004500576505561345
94,ENSMUSG00000000560.10,Gabra2,2658.0,38.830842265934756,False,True,False,False,False,22.0,7.455753970355715e-05,33.0,5.370779374506315e-05,28.0,5.633924780401759e-05,33.0,4.203904923492014e-05
95,ENSMUSG00000000561.15,Wdr77,2112.8,48.56972622045928,False,True,False,False,False,624.0,0.0018430380910749633,3.0,5.937179123140561e-06,97.0,0.0001998792511469134,78.0,0.000107101033693103
96,ENSMUSG00000000562.6,Adora3,1750.6666666666667,47.16881290058435,False,True,False,False,False,2.0,5.512963222434359e-06,0.0,0.0,0.0,0.0,0.0,0.0
97,ENSMUSG00000000563.18,Atp5pb,1128.5,43.8193345442555,False,True,False,False,True,8126.0,0.0303634645986741,7600.0,0.01489219755887108,3241.0,0.007135538703132615,7616.0,0.012091906692211357
98,ENSMUSG00000000567.6,Sox9,4135.0,49.26239419588875,False,True,False,False,False,7.0,2.5329600974321727e-05,12.0,1.7432050359309244e-05,9.0,1.9810783409855147e-05,16.0,2.086645725466069e-05
99,ENSMUSG00000000568.16,Hnrnpd,1551.909090909091,46.57726460364513,False,True,False,False,False,6409.0,0.023599768458428223,13127.0,0.02765792672104244,9945.0,0.024268689919125994,14454.0,0.025373772824291478
100,ENSMUSG00000000579.15,Dynlt1c,1751.75,48.32099597157711,False,True,False,False,False,1379.0,0.00432254140641062,466.0,0.0007991641471384669,704.0,0.001469541546295851,820.0,0.0011418244502958569
101,ENSMUSG00000000581.9,C1d,1009.8,41.44544051328221,False,True,False,False,False,3665.0,0.01218837353811133,3049.0,0.005548822674647549,1193.0,0.0025399460552137433,3095.0,0.004546144026003522
102,ENSMUSG00000000594.8,Gm2a,4127.0,48.41289071965108,False,True,False,False,False,826.0,0.002627436001318372,981.0,0.0017077646544983844,1022.0,0.0022061091587431045,1422.0,0.0020742607475432717
103,ENSMUSG00000000600.16,Krit1,3170.0,38.318997848576856,False,True,False,False,False,4073.0,0.013926873910125877,9813.0,0.019846120345748137,5639.0,0.012985339544022622,10609.0,0.017585046848892512
104,ENSMUSG00000000605.10,Clcn4,2008.3,53.36406521686045,False,True,False,False,False,1980.0,0.006574458336583156,5073.0,0.009613988209533282,3060.0,0.0067538768515747905,5699.0,0.008818012268679946
105,ENSMUSG00000000606.20,Vmn2r88,4410.272727272727,40.10591410978719,False,True,False,False,False,1.0,3.062244249480663e-06,0.0,0.0,0.0,0.0,0.0,0.0
106,ENSMUSG00000000617.15,Grm6,3347.25,54.92486795907132,False,True,False,False,False,19.0,6.403699052399927e-05,30.0,5.5322310288469353e-05,86.0,0.00018157670923143557,84.0,0.00012172519586131026
107,ENSMUSG00000000627.16,Sema4f,2027.25,56.07670035212002,False,True,False,False,False,102.0,0.0003186910334297501,234.0,0.0004079937128683819,230.0,0.000497999495897008,307.0,0.00044380262300024794
108,ENSMUSG00000000628.11,Hk2,2351.0,51.77702818497962,False,True,False,False,False,506.0,0.001528845369526185,1067.0,0.0018645911372707185,860.0,0.0018056380544234152,1370.0,0.0019679157315402604
109,ENSMUSG00000000631.21,Myo18a,4301.375,57.34132564517902,False,True,False,False,False,4861.0,0.01715458438433902,11341.0,0.02330703509405343,14248.0,0.03695612196755314,15963.0,0.028528676610924966
110,ENSMUSG00000000632.14,Sez6,2635.222222222222,58.32388864669641,False,True,False,False,False,4.0,1.453539508357349e-05,22.0,3.9981170594146904e-05,16.0,3.1644958630429165e-05,21.0,2.8519383777247797e-05
111,ENSMUSG00000000673.10,Haao,1144.5,54.04215017223367,False,True,False,False,False,293.0,0.0009101910829433191,303.0,0.0005470099784644124,391.0,0.0009022976097868951,479.0,0.0007532067445438652
112,ENSMUSG00000000682.8,Cd52,466.6666666666667,52.12336662082453,False,True,False,False,False,10813.0,0.0465123813888375,2799.0,0.005237636563912297,731.0,0.001627427872620444,2542.0,0.0038724765318886643
113,ENSMUSG00000000686.12,Abhd15,1231.6666666666667,50.64178681528377,False,True,False,False,False,1205.0,0.004064965222168226,2673.0,0.004905986969515513,1534.0,0.003291593853903722,2993.0,0.004471706149170838
114,ENSMUSG00000000690.6,Hoxb6,1642.5,56.841138216897335,False,True,False,False,False,0.0,0.0,9.0,1.602347260725703e-05,5.0,9.612447491206453e-06,9.0,1.3739902285330408e-05
115,ENSMUSG00000000693.11,Loxl3,1808.0,54.4256699441071,False,True,False,False,False,42.0,0.0001331131882037289,53.0,9.522666784412953e-05,85.0,0.00017549957402978914,101.0,0.00014553091355244831
116,ENSMUSG00000000701.9,Tcl1b5,1055.0,49.66824644549763,False,True,False,False,False,0.0,0.0,3.0,4.266274032530738e-06,0.0,0.0,1.0,1.251478158895221e-06
117,ENSMUSG00000000706.17,Btn1a1,1715.6666666666667,53.03213867660153,False,True,False,False,False,28.0,8.319737421269037e-05,9.0,1.4009589128511599e-05,7.0,1.4516449445543623e-05,9.0,1.184770413741066e-05
118,ENSMUSG00000000708.15,Kat2b,1056.2857142857142,44.587414910207634,False,True,False,False,False,6763.0,0.024687768093010938,14656.0,0.031367228988291244,11555.0,0.028773502454273986,16104.0,0.028726887633163098
119,ENSMUSG00000000711.4,Rab5b,2404.5,49.12966051634872,False,True,False,False,False,2598.0,0.00874086694865239,3502.0,0.006459218857161006,3372.0,0.007448013068434869,4825.0,0.007323256687288615
120,ENSMUSG00000000724.11,Cryba1,1077.5,44.936880779161136,False,True,False,False,False,21.0,6.759527065532264e-05,18.0,3.084042629281841e-05,10.0,1.956612047079747e-05,18.0,2.4224912442337687e-05
121,ENSMUSG00000000730.14,Dnmt3l,1202.25,53.00624234081042,False,True,False,False,False,33.0,0.00010161102520513037,18.0,2.7560188554854412e-05,25.0,5.191289825190309e-05,24.0,3.216120949292483e-05
122,ENSMUSG00000000731.16,Aire,1704.8125,60.21087337589772,False,True,False,False,False,33.0,0.00010609997560986307,23.0,3.898744312904621e-05,89.0,0.00019129231193756546,86.0,0.00012367878640812946
123,ENSMUSG00000000732.10,Icosl,2191.75,51.193706224245524,False,True,False,False,False,67.0,0.00021051709696903902,174.0,0.0003309825183779933,345.0,0.0008235419050282398,353.0,0.0005765014671120157
124,ENSMUSG00000000738.19,Spg7,1364.923076923077,55.17516842182836,False,True,False,False,False,2474.0,0.008172658288626811,4035.0,0.007479114989017403,4552.0,0.010246720957879433,5877.0,0.009047586520859125
125,ENSMUSG00000000739.15,Sult5a1,1235.6666666666667,54.55335649730589,False,True,False,False,False,55.0,0.0001610505320327469,16.0,2.451962278569825e-05,14.0,2.8694169587856833e-05,15.0,1.924550482689902e-05
126,ENSMUSG00000000740.13,Rpl13,988.6,54.52131072476719,False,True,False,True,False,10593.0,0.043694415774935595,5770.0,0.010987491942818948,1168.0,0.002469014078525156,4510.0,0.0068395186685920855
127,ENSMUSG00000000743.10,Chmp1a,1096.0,54.96532604384978,False,True,False,False,False,3794.0,0.012654993950001947,1268.0,0.00222763335016449,1734.0,0.0037618335839894055,2130.0,0.0031042092667533353
128,ENSMUSG00000000751.14,Rpa1,2212.0,50.55844957741233,False,True,False,False,False,3718.0,0.012669393470452555,7791.0,0.015244506853219437,7759.0,0.018334548871339475,10157.0,0.016702522360014786
129,ENSMUSG00000000753.16,Serpinf1,828.0,56.969483980796305,False,True,False,False,False,122.0,0.0003717208373327527,21.0,3.72053721097498e-05,35.0,7.387628932597204e-05,39.0,5.4329190396916875e-05
130,ENSMUSG00000000759.15,Tubgcp3,2304.4444444444443,49.42270090896737,False,True,False,False,False,1488.0,0.004757787541376198,6245.0,0.01196955048687492,6138.0,0.014090506357716104,8313.0,0.013277024887808502
131,ENSMUSG00000000766.19,Oprm1,1472.483870967742,50.20893283996622,False,True,False,False,False,221.0,0.0007186600831694374,687.0,0.0012224617437287728,1091.0,0.0023495645165072976,1210.0,0.0017587536875731569
132,ENSMUSG00000000776.14,Polr3d,1005.3333333333334,55.13747922450867,False,True,False,False,False,857.0,0.0026831389286123813,1142.0,0.0020095991743041197,834.0,0.001748795257933298,1428.0,0.002025985626042605
133,ENSMUSG00000000782.17,Tcf7,1781.0,56.86307140981913,False,True,False,False,False,12423.0,0.053796873516309976,25016.0,0.06217931856302997,24558.0,0.07598598062519428,27578.0,0.06008479927856537
